"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005778","GO:0005778","peroxisomal membrane","15/4489","46/28618",0.326086956521739,2.07884974866098,3.15854270098467,0.00335104365370554,0.0135216282858337,0.00773304891605908,"Abcd3/Abcd4/Arf1/Cav1/Far2/Fis1/Pex11g/Pex26/Pex5/Pnpla8/Pxmp4/Slc22a21/Slc25a17/Slc27a2/Trim37",15
"GO:0031903","GO:0031903","microbody membrane","15/4489","46/28618",0.326086956521739,2.07884974866098,3.15854270098467,0.00335104365370554,0.0135216282858337,0.00773304891605908,"Abcd3/Abcd4/Arf1/Cav1/Far2/Fis1/Pex11g/Pex26/Pex5/Pnpla8/Pxmp4/Slc22a21/Slc25a17/Slc27a2/Trim37",15
"GO:0031588","GO:0031588","nucleotide-activated protein kinase complex","6/4489","11/28618",0.545454545454545,3.47734867048745,3.54457779328133,0.00335378969294301,0.0135216282858337,0.00773304891605908,"Prkaa1/Prkab1/Prkab2/Prkag1/Prkar2a/Sesn2",6
"GO:0060091","GO:0060091","kinocilium","6/4489","11/28618",0.545454545454545,3.47734867048745,3.54457779328133,0.00335378969294301,0.0135216282858337,0.00773304891605908,"Cdc14a/Cdh23/Ift88/Kncn/Mkks/Tiam1",6
"GO:0097732","GO:0097732","9+2 non-motile cilium","6/4489","11/28618",0.545454545454545,3.47734867048745,3.54457779328133,0.00335378969294301,0.0135216282858337,0.00773304891605908,"Cdc14a/Cdh23/Ift88/Kncn/Mkks/Tiam1",6
"GO:0016363","GO:0016363","nuclear matrix","28/4489","107/28618",0.261682242990654,1.66826073288183,2.98709337878946,0.00359868342771559,0.0144326145890489,0.00825404398379089,"Anxa2/Atxn1/Cenpf/Clic4/Csnk2b/Enc1/Ercc8/Hlcs/Kat8/Kin/Lmnb1/Nono/Npm1/Phb2/Phf10/Pias4/Prkcd/Psma6/Rad21/S100a10/Sf3b1/Smarcc1/Smarcd1/Smc3/Tep1/Trp53/Uhrf1/Xpot",28
"GO:0097733","GO:0097733","photoreceptor cell cilium","30/4489","117/28618",0.256410256410256,1.63465108441718,2.96698329422732,0.00367325270531819,0.0146545474421595,0.00838096786994615,"Abca4/Arl3/Arr3/Cerkl/Cetn1/D630045J12Rik/Gucy2e/Ift122/Ift140/Ift88/Kif17/Kifap3/Map1b/Opn1sw/Opn3/Pcdh15/Pcdhb16/Pcdhb22/Pde6g/Phlpp2/Prph/Prph2/Rapgef4/Sag/Sdccag8/Spata7/Stx3/Tsga10ip/Tulp1/Whrn",30
"GO:0019005","GO:0019005","SCF ubiquitin ligase complex","20/4489","69/28618",0.289855072463768,1.8478664432542,3.04140135411942,0.00372693572721243,0.0147912761673743,0.00845916332821242,"Amn1/Arih1/Cacybp/Ccnf/Fbxl14/Fbxl17/Fbxl18/Fbxl2/Fbxl20/Fbxl22/Fbxl3/Fbxo2/Fbxo32/Fbxo4/Fbxo44/Fbxo9/Fbxw11/Pnkp/Skp2/Tmem183a",20
"GO:0005905","GO:0005905","clathrin-coated pit","21/4489","74/28618",0.283783783783784,1.80916113261847,3.00615001934673,0.0039590754100846,0.0156311681994014,0.00893949942609776,"Ap1g1/Ap1s1/Ap1s2/Ap2a2/App/Bcl2l1/Clta/Cltb/Cttn/Dnm1l/Dnm2/Eps15l1/Lrp1/Necap1/Numb/Sgip1/Sort1/Ston1/Ston2/Tbc1d5/Tfrc",21
"GO:0032982","GO:0032982","myosin filament","9/4489","22/28618",0.409090909090909,2.60801150286559,3.25435585478578,0.00403279509424422,0.0156785197031331,0.0089665798550865,"Mybph/Myh10/Myh11/Myh2/Myh3/Myh7/Myh7b/Myo18a/Myom1",9
"GO:0044233","GO:0044233","mitochondria-associated endoplasmic reticulum membrane","9/4489","22/28618",0.409090909090909,2.60801150286559,3.25435585478578,0.00403279509424422,0.0156785197031331,0.0089665798550865,"Acsl4/Atg14/Mboat7/Pdzd8/Stx17/Tmx1/Tmx2/Tomm20/Zfyve1",9
"GO:0045239","GO:0045239","tricarboxylic acid cycle enzyme complex","9/4489","22/28618",0.409090909090909,2.60801150286559,3.25435585478578,0.00403279509424422,0.0156785197031331,0.0089665798550865,"Dlat/Dlst/Idh3a/Idh3b/Kat2a/Mrps36/Ogdh/Pdhb/Sucla2",9
"GO:0002102","GO:0002102","podosome","11/4489","30/28618",0.366666666666667,2.33755105071657,3.16152266954056,0.00418387372528634,0.0161833085211583,0.00925526968885144,"Actr3/Adam8/Arpc2/Bin2/Cd2ap/Cttn/Dock5/Kif9/Lcp1/Ptpn12/Tpm4",11
