GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.1.G.1,Test.2.G,Test.2.G.1,Test.3.G,Test.3.G.1,change,label
A230020J21Rik,130,743,-2.514850588,-2.551600242,0,0,0,TRUE,106,1,23,1,1,741,Down,NA
A330076H08Rik,65,347,-2.41642404,-2.453173694,0,0,0,TRUE,47,1,17,1,1,345,Down,NA
A430050A11Rik,10,163,-4.026800059,-4.063549714,0,0,0,TRUE,4,1,5,161,1,1,Down,NA
A430110L20Rik,16,180,-3.491853096,-3.528602751,0,0,0,TRUE,14,178,1,1,1,1,Down,NA
A530017D24Rik,9,315,-5.129283017,-5.166032672,0,0,0,TRUE,7,1,1,313,1,1,Down,NA
A630009H07Rik,39,174,-2.157541277,-2.194290932,0,0,0,TRUE,15,1,23,1,1,172,Down,NA
A930005G22Rik,57,500,-3.13289427,-3.169643925,0,0,0,TRUE,37,1,19,2,1,497,Down,NA
A930029G22Rik,3,35,-3.544320516,-3.581070171,1.19E-08,6.37E-08,6.36E-08,TRUE,1,33,1,1,1,1,Down,NA
Aadat,8,99,-3.62935662,-3.666106275,0,0,0,TRUE,4,1,3,1,1,97,Down,NA
Abcb4,33,141,-2.095157233,-2.131906888,0,0,0,TRUE,12,1,20,139,1,1,Down,NA
Ablim1,29,310,-3.41814341,-3.454893065,0,0,0,TRUE,7,29,17,134,5,147,Down,NA
AC087902.3,3,35,-3.544320516,-3.581070171,1.19E-08,6.37E-08,6.36E-08,TRUE,1,1,1,33,1,1,Down,NA
AC100400.1,3,71,-4.564784619,-4.601534274,0,0,0,TRUE,1,1,1,1,1,69,Down,NA
AC101945.3,18,128,-2.830074999,-2.866824653,0,0,0,TRUE,4,126,11,1,3,1,Down,NA
AC101945.4,7,99,-3.822001698,-3.858751353,0,0,0,TRUE,5,23,1,75,1,1,Down,NA
AC102291.2,12,68,-2.502500341,-2.539249995,2.29E-11,1.39E-10,1.39E-10,TRUE,6,1,5,66,1,1,Down,NA
AC112943.1,14,76,-2.440572591,-2.477322246,3.20E-12,2.01E-11,2.01E-11,TRUE,4,74,9,1,1,1,Down,NA
AC116390.1,3,65,-4.437405312,-4.474154967,0,0,0,TRUE,1,50,1,14,1,1,Down,NA
AC118710.4,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,18,1,1,Down,NA
AC122878.1,9,43,-2.256339753,-2.293089408,5.60E-07,2.75E-06,2.75E-06,TRUE,1,1,7,41,1,1,Down,NA
AC122901.1,69,1331,-4.269770399,-4.306520054,0,0,0,TRUE,30,1,11,1329,28,1,Down,NA
AC123665.1,7,119,-4.087462841,-4.124212496,0,0,0,TRUE,3,1,3,1,1,117,Down,NA
AC125328.1,15,203,-3.758445322,-3.795194976,0,0,0,TRUE,1,1,13,1,1,201,Down,NA
AC131586.1,180,1502,-3.060816001,-3.097565656,0,0,0,TRUE,89,1500,90,1,1,1,Down,NA
AC136376.1,3,35,-3.544320516,-3.581070171,1.19E-08,6.37E-08,6.36E-08,TRUE,1,33,1,1,1,1,Down,NA
AC138765.2,134,3793,-4.823034466,-4.859784121,0,0,0,TRUE,117,2130,16,1662,1,1,Down,NA
AC140304.1,9,76,-3.078002512,-3.114752167,3.22E-15,2.23E-14,2.23E-14,TRUE,1,1,7,1,1,74,Down,NA
AC141884.1,4,99,-4.62935662,-4.666106275,0,0,0,TRUE,2,1,1,41,1,57,Down,NA
AC151836.1,38,1531,-5.332331054,-5.369080709,0,0,0,TRUE,36,1,1,1524,1,6,Down,NA
AC154766.1,11,160,-3.862496476,-3.899246131,0,0,0,TRUE,4,1,6,47,1,112,Down,NA
AC157944.1,3,51,-4.087462841,-4.124212496,3.48E-13,2.24E-12,2.24E-12,TRUE,1,1,1,1,1,49,Down,NA
AC161537.1,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,1,1,23,1,1,Down,NA
AC162938.1,7,28,-2,-2.036749655,0.000179655,0.000738566,0.000738566,TRUE,4,1,2,26,1,1,Down,NA
AC163018.1,3,117,-5.285402219,-5.322151874,0,0,0,TRUE,1,115,1,1,1,1,Down,NA
AC164315.1,10,41,-2.03562391,-2.072373565,4.55E-06,2.10E-05,2.10E-05,TRUE,8,1,1,1,1,39,Down,NA
AC166574.2,150,3770,-4.651530118,-4.688279772,0,0,0,TRUE,63,1,86,1,1,3768,Down,NA
AC166902.2,7,33,-2.237039197,-2.273788852,1.29E-05,5.76E-05,5.76E-05,TRUE,1,1,5,31,1,1,Down,NA
AC170810.1,3,52,-4.115477217,-4.152226872,1.79E-13,1.17E-12,1.17E-12,TRUE,1,50,1,1,1,1,Down,NA
Acad12,40,219,-2.452858965,-2.48960862,0,0,0,TRUE,14,1,25,15,1,203,Down,NA
Acot3,23,1021,-5.472205195,-5.50895485,0,0,0,TRUE,7,1019,11,1,5,1,Down,NA
Acox3,334,2085,-2.642127376,-2.678877031,0,0,0,TRUE,213,1,120,27,1,2057,Down,NA
Actl6b,28,154,-2.459431619,-2.496181273,0,0,0,TRUE,16,152,11,1,1,1,Down,NA
Adam20,3,63,-4.392317423,-4.429067078,1.11E-16,8.04E-16,7.98E-16,TRUE,1,1,1,61,1,1,Down,NA
Adamdec1,29,116,-2,-2.036749655,2.44E-14,1.65E-13,1.65E-13,TRUE,8,1,9,46,12,69,Down,NA
Adamts1,11,100,-3.184424571,-3.221174226,0,0,0,TRUE,5,98,5,1,1,1,Down,NA
Adamts19,251,3349,-3.737971107,-3.774720762,0,0,0,TRUE,120,1,130,1,1,3347,Down,NA
Adgrb3,702,10699,-3.929861118,-3.966610773,0,0,0,TRUE,681,1,20,1,1,10697,Down,NA
Adgre4,13,1894,-7.186780897,-7.223530552,0,0,0,TRUE,8,1,4,1,1,1892,Down,NA
Adh4,155,1451,-3.226707399,-3.263457054,0,0,0,TRUE,113,1,41,1447,1,3,Down,NA
AF366264,12,73,-2.604862058,-2.641611713,1.39E-12,8.80E-12,8.80E-12,TRUE,1,1,10,1,1,71,Down,NA
Aff2,3,83,-4.790076931,-4.826826585,0,0,0,TRUE,1,61,1,15,1,7,Down,NA
Ago1,3,45,-3.906890596,-3.94364025,1.80E-11,1.09E-10,1.09E-10,TRUE,1,1,1,43,1,1,Down,NA
Ago4,482,6542,-3.762626708,-3.799376363,0,0,0,TRUE,205,1,271,3,6,6538,Down,NA
Alas2,3,193,-6.007494537,-6.044244191,0,0,0,TRUE,1,151,1,41,1,1,Down,NA
Aldh1a7,14,66,-2.237039197,-2.273788852,6.91E-10,3.91E-09,3.91E-09,TRUE,5,7,8,58,1,1,Down,NA
Aldh3a2,7,29,-2.050626073,-2.087375728,0.000107205,0.00044971,0.000449657,TRUE,5,21,1,1,1,7,Down,NA
Alms1.ps2,242,1040,-2.103504576,-2.140254231,0,0,0,TRUE,89,1,152,1,1,1038,Down,NA
Amfr,385,1933,-2.327911287,-2.364660941,0,0,0,TRUE,91,24,293,1896,1,13,Down,NA
Ammecr1,24,1127,-5.553309299,-5.590058954,0,0,0,TRUE,12,1,11,1125,1,1,Down,NA
Ankrd29,9,71,-2.979822118,-3.016571773,6.47E-14,4.29E-13,4.29E-13,TRUE,7,69,1,1,1,1,Down,NA
Ap3m1.ps,14,62,-2.146841388,-2.183591043,5.57E-09,3.03E-08,3.03E-08,TRUE,5,1,8,1,1,60,Down,NA
Apex2,8,65,-3.022367813,-3.059117468,5.02E-13,3.23E-12,3.23E-12,TRUE,1,37,6,27,1,1,Down,NA
Apob,284,1266,-2.15631457,-2.193064225,0,0,0,TRUE,180,1,103,1264,1,1,Down,NA
Appbp2,42,4036,-6.586393036,-6.623142691,0,0,0,TRUE,15,1,26,11,1,4024,Down,NA
Arf6,79,612,-2.953607095,-2.990356749,0,0,0,TRUE,59,48,13,1,7,563,Down,NA
Arfgef1,310,1680,-2.438121112,-2.474870767,0,0,0,TRUE,262,54,25,7,23,1619,Down,NA
Arhgap30,157,3821,-4.605113793,-4.641863448,0,0,0,TRUE,90,1,66,3819,1,1,Down,NA
Arhgap32,175,882,-2.333423734,-2.370173389,0,0,0,TRUE,73,1,101,1,1,880,Down,NA
Arid4b,139,600,-2.109877618,-2.146627273,0,0,0,TRUE,104,11,34,588,1,1,Down,NA
Arpc1a,56,521,-3.21778464,-3.254534295,0,0,0,TRUE,42,1,13,57,1,463,Down,NA
Art4,3,72,-4.584962501,-4.621712156,0,0,0,TRUE,1,1,1,1,1,70,Down,NA
Astn1,118,865,-2.873913273,-2.910662928,0,0,0,TRUE,98,1,19,863,1,1,Down,NA
Astx3,3,44,-3.874469118,-3.911218773,3.47E-11,2.08E-10,2.08E-10,TRUE,1,1,1,1,1,42,Down,NA
Asxl2,370,4379,-3.565004274,-3.601753929,0,0,0,TRUE,118,2179,251,639,1,1561,Down,NA
Atad5,5,46,-3.201633861,-3.238383516,4.16E-10,2.38E-09,2.38E-09,TRUE,1,1,3,20,1,25,Down,NA
Atf1,89,462,-2.37601561,-2.412765265,0,0,0,TRUE,67,1,21,1,1,460,Down,NA
Atg2b,57,2432,-5.415037499,-5.451787154,0,0,0,TRUE,40,2430,16,1,1,1,Down,NA
Atg7,143,974,-2.767906625,-2.80465628,0,0,0,TRUE,99,1,43,969,1,4,Down,NA
Atg9a,24,542,-4.497186541,-4.533936195,0,0,0,TRUE,22,1,1,1,1,540,Down,NA
Atn1,4,28,-2.807354922,-2.844104577,4.93E-06,2.27E-05,2.27E-05,TRUE,1,1,2,1,1,26,Down,NA
Atp1a4,9,60,-2.736965594,-2.773715249,4.18E-11,2.51E-10,2.51E-10,TRUE,3,1,5,18,1,41,Down,NA
Atp8a2,25,188,-2.910732662,-2.947482317,0,0,0,TRUE,6,181,18,6,1,1,Down,NA
Atp9a,52,607,-3.545112988,-3.581862643,0,0,0,TRUE,40,1,11,1,1,605,Down,NA
Atxn3,77,1139,-3.886765491,-3.923515146,0,0,0,TRUE,19,24,57,1096,1,19,Down,NA
AU015836,79,13709,-7.439054969,-7.475804624,0,0,0,TRUE,69,13603,9,105,1,1,Down,NA
AU019990,779,14527,-4.220969661,-4.257719316,0,0,0,TRUE,708,9,70,23,1,14495,Down,NA
AY358078,3,43,-3.841302254,-3.878051909,6.66E-11,3.95E-10,3.95E-10,TRUE,1,4,1,1,1,38,Down,NA
Azin1,654,7851,-3.585513884,-3.622263539,0,0,0,TRUE,332,7848,321,1,1,2,Down,NA
B230323A14Rik,17,356,-4.38827059,-4.425020245,0,0,0,TRUE,10,1,6,1,1,354,Down,NA
B3gat3,202,4340,-4.425267845,-4.462017499,0,0,0,TRUE,72,1,129,4324,1,15,Down,NA
Babam2,28,2933,-6.710806434,-6.747556088,0,0,0,TRUE,15,1,9,2931,4,1,Down,NA
Bach2os,3,1013,-8.399455958,-8.436205613,0,0,0,TRUE,1,1000,1,12,1,1,Down,NA
Barhl2,3,41,-3.772589504,-3.809339159,2.45E-10,1.42E-09,1.42E-09,TRUE,1,1,1,1,1,39,Down,NA
Baz2b,361,1576,-2.126196793,-2.162946447,0,0,0,TRUE,114,877,65,650,182,49,Down,NA
BC022687,3,173,-5.849665727,-5.886415382,0,0,0,TRUE,1,171,1,1,1,1,Down,NA
BC147527,3,31,-3.36923381,-3.405983464,1.52E-07,7.73E-07,7.73E-07,TRUE,1,1,1,29,1,1,Down,NA
Becn1,11,240,-4.447458977,-4.484208632,0,0,0,TRUE,9,1,1,1,1,238,Down,NA
Bin3,5,50,-3.321928095,-3.35867775,3.47E-11,2.09E-10,2.09E-10,TRUE,1,1,3,48,1,1,Down,NA
Bloodlinc,7,76,-3.440572591,-3.477322246,1.11E-16,8.04E-16,7.98E-16,TRUE,5,1,1,74,1,1,Down,NA
Borcs5,18,74,-2.039528364,-2.076278019,6.98E-10,3.95E-09,3.95E-09,TRUE,9,1,8,1,1,72,Down,NA
Bpgm,61,473,-2.954959036,-2.991708691,0,0,0,TRUE,11,1,39,471,11,1,Down,NA
Btg4,9,49,-2.444784843,-2.481534497,2.13E-08,1.13E-07,1.13E-07,TRUE,7,1,1,47,1,1,Down,NA
Btrc,816,3430,-2.071567519,-2.108317174,0,0,0,TRUE,592,1,223,3428,1,1,Down,NA
Bub1,10,256,-4.678071905,-4.71482156,0,0,0,TRUE,1,1,8,1,1,254,Down,NA
C030034I22Rik,9,76,-3.078002512,-3.114752167,3.22E-15,2.23E-14,2.23E-14,TRUE,7,74,1,1,1,1,Down,NA
C1ql3,27,282,-3.38466385,-3.421413505,0,0,0,TRUE,8,1,4,280,15,1,Down,NA
C2,17,106,-2.640457613,-2.677207268,0,0,0,TRUE,2,1,14,104,1,1,Down,NA
C630044B11Rik,6,74,-3.624490865,-3.66124052,1.11E-16,8.04E-16,7.98E-16,TRUE,4,1,1,72,1,1,Down,NA
Cacnb4,13,68,-2.387023123,-2.423772778,7.65E-11,4.53E-10,4.53E-10,TRUE,11,1,1,66,1,1,Down,NA
Cald1,1218,6141,-2.33395947,-2.370709125,0,0,0,TRUE,262,3,955,14,1,6124,Down,NA
Car5a,7,32,-2.192645078,-2.229394733,2.21E-05,9.68E-05,9.68E-05,TRUE,5,1,1,30,1,1,Down,NA
Casd1,4270,34011,-2.99369345,-3.030443105,0,0,0,TRUE,1883,34005,2382,1,5,5,Down,NA
Cat,3,27,-3.169925001,-3.206674656,1.89E-06,9.03E-06,9.02E-06,TRUE,1,25,1,1,1,1,Down,NA
Cav2,181,1680,-3.214399631,-3.251149285,0,0,0,TRUE,134,1,46,1,1,1678,Down,NA
Cbfb,379,2211,-2.544429272,-2.581178926,0,0,0,TRUE,375,13,3,1,1,2197,Down,NA
Cc2d2a,77,6188,-6.328470941,-6.365220596,0,0,0,TRUE,70,6186,6,1,1,1,Down,NA
Ccdc115,9,57,-2.662965013,-2.699714668,2.35E-10,1.36E-09,1.36E-09,TRUE,1,1,7,55,1,1,Down,NA
Ccdc50.ps,8,169,-4.400879436,-4.437629091,0,0,0,TRUE,6,1,1,167,1,1,Down,NA
Ccdc74a,3,44,-3.874469118,-3.911218773,3.47E-11,2.08E-10,2.08E-10,TRUE,1,1,1,42,1,1,Down,NA
Ccndbp1,364,7702,-4.403222768,-4.439972422,0,0,0,TRUE,303,1,57,19,4,7682,Down,NA
Ccr1,3,313,-6.705056346,-6.741806001,0,0,0,TRUE,1,311,1,1,1,1,Down,NA
Ccr6,11,86,-2.966833136,-3.003582791,2.22E-16,1.59E-15,1.59E-15,TRUE,1,1,9,84,1,1,Down,NA
Cd163,229,1718,-2.907310533,-2.944060188,0,0,0,TRUE,73,1,155,1,1,1716,Down,NA
Cd163l1,14,58,-2.050626073,-2.087375728,4.30E-08,2.24E-07,2.24E-07,TRUE,5,1,8,56,1,1,Down,NA
Cd226,32,255,-2.994353437,-3.031103092,0,0,0,TRUE,21,109,10,145,1,1,Down,NA
Cd247,17,85,-2.321928095,-2.35867775,8.19E-13,5.24E-12,5.24E-12,TRUE,14,1,2,1,1,83,Down,NA
Cd24a,513,4364,-3.088620371,-3.125370026,0,0,0,TRUE,422,4153,5,11,86,200,Down,NA
Cd320,12,201,-4.06608919,-4.102838845,0,0,0,TRUE,10,1,1,1,1,199,Down,NA
Cd34,45,188,-2.062735755,-2.09948541,0,0,0,TRUE,35,1,9,186,1,1,Down,NA
Cd46,133,605,-2.185508897,-2.222258551,0,0,0,TRUE,47,1,85,603,1,1,Down,NA
Cd8b1,30,231,-2.944858446,-2.981608101,0,0,0,TRUE,24,1,1,1,5,229,Down,NA
Cdc40,866,19372,-4.483462073,-4.520211728,0,0,0,TRUE,364,1,501,757,1,18614,Down,NA
Cdh5,55,444,-3.013056153,-3.049805808,0,0,0,TRUE,30,15,24,262,1,167,Down,NA
Cdh7,23,237,-3.365181293,-3.401930948,0,0,0,TRUE,13,1,9,235,1,1,Down,NA
Cep57l1,6,139,-4.533978572,-4.570728227,0,0,0,TRUE,1,132,4,6,1,1,Down,NA
Cep83os,103,761,-2.885252116,-2.922001771,0,0,0,TRUE,101,1,1,1,1,759,Down,NA
Cers6,126,2647,-4.392862556,-4.429612211,0,0,0,TRUE,74,1,51,92,1,2554,Down,NA
Ces1h,11,58,-2.398549376,-2.435299031,1.67E-09,9.36E-09,9.36E-09,TRUE,4,1,6,22,1,35,Down,NA
Cfhr1,10,95,-3.247927513,-3.284677168,0,0,0,TRUE,8,1,1,1,1,93,Down,NA
Chdh,27,137,-2.343144581,-2.379894236,0,0,0,TRUE,5,99,21,37,1,1,Down,NA
Chka,194,1215,-2.646827756,-2.683577411,0,0,0,TRUE,139,1213,54,1,1,1,Down,NA
Chrdl1,412,13236,-5.005679049,-5.042428704,0,0,0,TRUE,407,1,1,13234,4,1,Down,NA
Chrna3,195,1360,-2.802060622,-2.838810277,0,0,0,TRUE,137,1,57,1358,1,1,Down,NA
Chrnb2,92,489,-2.410128699,-2.446878354,0,0,0,TRUE,49,1,42,487,1,1,Down,NA
Clca4b,3,22,-2.874469118,-2.911218773,4.16E-05,0.000177974,0.000177932,TRUE,1,20,1,1,1,1,Down,NA
Clca4c.ps,24,146,-2.604862058,-2.641611713,0,0,0,TRUE,17,144,3,1,4,1,Down,NA
Clec2i,15,537,-5.161887682,-5.198637337,0,0,0,TRUE,13,1,1,1,1,535,Down,NA
Clgn,3,29,-3.273018494,-3.309768149,5.40E-07,2.65E-06,2.65E-06,TRUE,1,1,1,27,1,1,Down,NA
Clint1,1179,4904,-2.056395261,-2.093144916,0,0,0,TRUE,916,1,262,4876,1,27,Down,NA
Clmp,67,492,-2.876425315,-2.91317497,0,0,0,TRUE,31,5,35,399,1,88,Down,NA
Clock,125,1068,-3.094911647,-3.131661302,0,0,0,TRUE,111,1,13,1066,1,1,Down,NA
Clp1,94,599,-2.671823341,-2.708572996,0,0,0,TRUE,30,1,63,597,1,1,Down,NA
Cmya5,3,30,-3.321928095,-3.35867775,2.87E-07,1.43E-06,1.43E-06,TRUE,1,1,1,28,1,1,Down,NA
Cnep1r1,49,507,-3.371132093,-3.407881748,0,0,0,TRUE,25,1,23,505,1,1,Down,NA
Cnnm4,3,1355,-8.819114636,-8.85586429,0,0,0,TRUE,1,1,1,1,1,1353,Down,NA
Cnot2,15,294,-4.292781749,-4.329531404,0,0,0,TRUE,13,292,1,1,1,1,Down,NA
Cnot3,25,3546,-7.148120631,-7.184870286,0,0,0,TRUE,1,3542,21,3,3,1,Down,NA
Cntd1,32,224,-2.807354922,-2.844104577,0,0,0,TRUE,8,1,23,1,1,222,Down,NA
Cobl,11,131,-3.573991383,-3.610741038,0,0,0,TRUE,9,1,1,129,1,1,Down,NA
Cobll1,1211,7442,-2.619491525,-2.65624118,0,0,0,TRUE,503,1,707,101,1,7340,Down,NA
Cog2,3,33,-3.459431619,-3.496181273,4.27E-08,2.22E-07,2.22E-07,TRUE,1,1,1,22,1,10,Down,NA
Cog5,46,998,-4.439334049,-4.476083704,0,0,0,TRUE,12,1,33,1,1,996,Down,NA
Col4a3bp,83,524,-2.65838357,-2.695133225,0,0,0,TRUE,21,285,61,238,1,1,Down,NA
Cops6,3,323,-6.750427854,-6.787177509,0,0,0,TRUE,1,321,1,1,1,1,Down,NA
Coq8a,7,35,-2.321928095,-2.35867775,4.37E-06,2.01E-05,2.01E-05,TRUE,3,1,1,33,3,1,Down,NA
Cox15,17,235,-3.789054105,-3.82580376,0,0,0,TRUE,15,1,1,233,1,1,Down,NA
Cplx2,112,566,-2.337303321,-2.374052976,0,0,0,TRUE,110,1,1,19,1,546,Down,NA
Cpm,3,1076,-8.486499862,-8.523249517,0,0,0,TRUE,1,1,1,1,1,1074,Down,NA
Cpped1,3,74,-4.624490865,-4.66124052,0,0,0,TRUE,1,10,1,1,1,63,Down,NA
Cr1l,103,1087,-3.399635698,-3.436385353,0,0,0,TRUE,65,1052,37,34,1,1,Down,NA
Cramp1l,3,31,-3.36923381,-3.405983464,1.52E-07,7.73E-07,7.73E-07,TRUE,1,1,1,1,1,29,Down,NA
Creg2,45,254,-2.49683159,-2.533581245,0,0,0,TRUE,27,1,1,1,17,252,Down,NA
Crtc3,14,150,-3.421463768,-3.458213423,0,0,0,TRUE,8,148,5,1,1,1,Down,NA
Cstf3,3,131,-5.448460501,-5.485210156,0,0,0,TRUE,1,1,1,129,1,1,Down,NA
CT010505.3,5,25,-2.321928095,-2.35867775,0.000103625,0.000435064,0.000435013,TRUE,1,1,3,23,1,1,Down,NA
CT025548.2,3,50,-4.058893689,-4.095643344,6.73E-13,4.31E-12,4.31E-12,TRUE,1,48,1,1,1,1,Down,NA
Ctcfl,59,946,-4.003053324,-4.039802979,0,0,0,TRUE,17,944,41,1,1,1,Down,NA
Ctdnep1,3,37,-3.624490865,-3.66124052,3.27E-09,1.80E-08,1.80E-08,TRUE,1,1,1,35,1,1,Down,NA
Ctnnd2,1522,17534,-3.526114889,-3.562864544,0,0,0,TRUE,1294,41,86,1,142,17492,Down,NA
Ctso,530,9187,-4.115529564,-4.152279219,0,0,0,TRUE,163,1,366,254,1,8932,Down,NA
Cubn,25,127,-2.344828497,-2.381578152,0,0,0,TRUE,13,1,11,125,1,1,Down,NA
Cuedc2,9,41,-2.187627003,-2.224376658,1.62E-06,7.74E-06,7.74E-06,TRUE,7,1,1,39,1,1,Down,NA
Cul5,9,323,-5.165465353,-5.202215008,0,0,0,TRUE,1,1,7,321,1,1,Down,NA
Cxcl12,609,4148,-2.767901761,-2.804651416,0,0,0,TRUE,559,1,49,3975,1,172,Down,NA
Cyhr1,3,22,-2.874469118,-2.911218773,4.16E-05,0.000177974,0.000177932,TRUE,1,1,1,20,1,1,Down,NA
Cym,14,74,-2.402098444,-2.438848098,9.54E-12,5.86E-11,5.86E-11,TRUE,4,1,9,72,1,1,Down,NA
Cyp2b13,7,44,-2.652076697,-2.688826351,2.78E-08,1.45E-07,1.45E-07,TRUE,5,42,1,1,1,1,Down,NA
Cyp2b27.ps,3,164,-5.772589504,-5.809339159,0,0,0,TRUE,1,1,1,162,1,1,Down,NA
Cyp2c53.ps,52,502,-3.271103836,-3.307853491,0,0,0,TRUE,18,500,33,1,1,1,Down,NA
