GeneNames,value1,value2,log2.Fold_change.,log2.Fold_change..normalized,p.value,q.value.Benjamini.et.al..1995.,q.value.Storey.et.al..2003.,Signature.p.value...0.001.,Test.1.G,Test.1.G.1,Test.2.G,Test.2.G.1,Test.3.G,Test.3.G.1,change,label
Gm47322,149,774,-2.377021236,-2.41377089,0,0,0,TRUE,109,1,39,772,1,1,Down,NA
Gm47372,3,63,-4.392317423,-4.429067078,1.11E-16,8.04E-16,7.98E-16,TRUE,1,1,1,61,1,1,Down,NA
Gm47405,11,49,-2.155278225,-2.19202788,2.05E-07,1.03E-06,1.03E-06,TRUE,9,1,1,47,1,1,Down,NA
Gm47542,5,64,-3.678071905,-3.71482156,4.88E-15,3.36E-14,3.36E-14,TRUE,2,1,2,62,1,1,Down,NA
Gm47590,3,166,-5.790076931,-5.826826585,0,0,0,TRUE,1,45,1,120,1,1,Down,NA
Gm47593,3,22,-2.874469118,-2.911218773,4.16E-05,0.000177974,0.000177932,TRUE,1,1,1,20,1,1,Down,NA
Gm47720,3,56,-4.222392421,-4.259142076,1.27E-14,8.62E-14,8.62E-14,TRUE,1,1,1,54,1,1,Down,NA
Gm47741,3,39,-3.700439718,-3.737189373,8.99E-10,5.07E-09,5.07E-09,TRUE,1,1,1,1,1,37,Down,NA
Gm47798,11,295,-4.745139526,-4.78188918,0,0,0,TRUE,9,270,1,1,1,24,Down,NA
Gm47827,382,4415,-3.530768895,-3.567518549,0,0,0,TRUE,155,1,226,1,1,4413,Down,NA
Gm47913,7,41,-2.550197083,-2.586946737,1.54E-07,7.82E-07,7.81E-07,TRUE,1,1,5,39,1,1,Down,NA
Gm48044,3,29,-3.273018494,-3.309768149,5.40E-07,2.65E-06,2.65E-06,TRUE,1,1,1,1,1,27,Down,NA
Gm48057,11,107,-3.282035368,-3.318785023,0,0,0,TRUE,9,77,1,29,1,1,Down,NA
Gm48062,23,205,-3.155918143,-3.192667798,0,0,0,TRUE,5,1,17,203,1,1,Down,NA
Gm48125,9,46,-2.353636955,-2.390386609,1.11E-07,5.63E-07,5.63E-07,TRUE,1,1,7,8,1,37,Down,NA
Gm48166,24,482,-4.327926836,-4.36467649,0,0,0,TRUE,9,1,14,14,1,467,Down,NA
Gm48322,12,64,-2.415037499,-2.451787154,2.07E-10,1.20E-09,1.20E-09,TRUE,6,1,5,62,1,1,Down,NA
Gm48336,500,16552,-5.048933645,-5.0856833,0,0,0,TRUE,282,15611,217,940,1,1,Down,NA
Gm48364,8,39,-2.285402219,-2.322151874,1.56E-06,7.46E-06,7.46E-06,TRUE,6,1,1,37,1,1,Down,NA
Gm48366,5,27,-2.432959407,-2.469709062,3.38E-05,0.000147784,0.000147772,TRUE,1,25,3,1,1,1,Down,NA
Gm48426,10,3031,-8.243650042,-8.280399697,0,0,0,TRUE,8,1,1,1,1,3029,Down,NA
Gm48438,5,27,-2.432959407,-2.469709062,3.38E-05,0.000147784,0.000147772,TRUE,1,1,3,1,1,25,Down,NA
Gm48467,16,68,-2.087462841,-2.124212496,1.99E-09,1.11E-08,1.11E-08,TRUE,11,1,4,1,1,66,Down,NA
Gm48545,33,2107,-5.996580479,-6.033330134,0,0,0,TRUE,22,2105,10,1,1,1,Down,NA
Gm48582,1984,11665,-2.555702376,-2.592452031,0,0,0,TRUE,1551,8568,432,3091,1,6,Down,NA
Gm48699,8,76,-3.247927513,-3.284677168,6.66E-16,4.70E-15,4.70E-15,TRUE,1,74,6,1,1,1,Down,NA
Gm48717,50,275,-2.459431619,-2.496181273,0,0,0,TRUE,19,1,30,1,1,273,Down,NA
Gm48718,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,18,1,1,Down,NA
Gm48790,480,3301,-2.781796828,-2.818546482,0,0,0,TRUE,125,1,354,3299,1,1,Down,NA
Gm4926,1112,16247,-3.868944657,-3.905694311,0,0,0,TRUE,653,1,458,1,1,16245,Down,NA
Gm5083,6,38,-2.662965013,-2.699714668,2.29E-07,1.15E-06,1.15E-06,TRUE,1,1,4,36,1,1,Down,NA
Gm5190,12,162,-3.754887502,-3.791637157,0,0,0,TRUE,4,1,7,1,1,160,Down,NA
Gm5251,5,58,-3.5360529,-3.572802555,2.26E-13,1.47E-12,1.47E-12,TRUE,2,1,2,1,1,56,Down,NA
Gm5316,37,592,-4,-4.036749655,0,0,0,TRUE,9,1,27,590,1,1,Down,NA
Gm5345,41,1265,-4.947369665,-4.98411932,0,0,0,TRUE,36,1,4,34,1,1230,Down,NA
Gm5422,39,215,-2.462790631,-2.499540286,0,0,0,TRUE,29,1,9,1,1,213,Down,NA
Gm5447,3,228,-6.247927513,-6.284677168,0,0,0,TRUE,1,1,1,1,1,226,Down,NA
Gm5449,156,893,-2.517114146,-2.553863801,0,0,0,TRUE,2,1,29,1,125,891,Down,NA
Gm5550,64,768,-3.584962501,-3.621712156,0,0,0,TRUE,51,1,12,766,1,1,Down,NA
Gm5662,15,68,-2.180572246,-2.2173219,7.10E-10,4.01E-09,4.01E-09,TRUE,13,1,1,66,1,1,Down,NA
Gm5776,1125,11258,-3.322953647,-3.359703302,0,0,0,TRUE,798,1,326,1,1,11256,Down,NA
Gm5800,6,116,-4.273018494,-4.309768149,0,0,0,TRUE,4,114,1,1,1,1,Down,NA
Gm5938,3,32,-3.415037499,-3.451787154,8.07E-08,4.15E-07,4.15E-07,TRUE,1,30,1,1,1,1,Down,NA
Gm6124,7,60,-3.099535674,-3.136285328,2.11E-12,1.33E-11,1.33E-11,TRUE,5,1,1,58,1,1,Down,NA
Gm6133,411,2420,-2.557796748,-2.594546403,0,0,0,TRUE,69,2418,153,1,189,1,Down,NA
Gm6139,36,1003,-4.800180889,-4.836930544,0,0,0,TRUE,21,1,14,1,1,1001,Down,NA
Gm6171,3,34,-3.502500341,-3.539249995,2.25E-08,1.19E-07,1.19E-07,TRUE,1,1,1,32,1,1,Down,NA
Gm6254,23,97,-2.076350886,-2.113100541,9.29E-13,5.94E-12,5.94E-12,TRUE,8,2,14,91,1,4,Down,NA
Gm6362,37,469,-3.663990747,-3.700740402,0,0,0,TRUE,29,1,7,467,1,1,Down,NA
Gm6482,8,66,-3.044394119,-3.081143774,2.75E-13,1.79E-12,1.79E-12,TRUE,1,64,6,1,1,1,Down,NA
Gm6639,40,2930,-6.194756854,-6.231506509,0,0,0,TRUE,29,1,10,1123,1,1806,Down,NA
Gm6652,3,221,-6.202940059,-6.239689713,0,0,0,TRUE,1,1,1,1,1,219,Down,NA
Gm6657,43,426,-3.308444866,-3.34519452,0,0,0,TRUE,24,424,18,1,1,1,Down,NA
Gm6909,8,67,-3.06608919,-3.102838845,1.50E-13,9.87E-13,9.87E-13,TRUE,4,1,3,65,1,1,Down,NA
Gm6916,9,106,-3.557995453,-3.594745108,0,0,0,TRUE,4,1,4,1,1,104,Down,NA
Gm7045,3,25,-3.058893689,-3.095643344,6.57E-06,2.99E-05,2.99E-05,TRUE,1,23,1,1,1,1,Down,NA
Gm7180,28,213,-2.927354698,-2.964104353,0,0,0,TRUE,1,1,26,1,1,211,Down,NA
Gm7237,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,1,1,18,Down,NA
Gm7252,3,50,-4.058893689,-4.095643344,6.73E-13,4.31E-12,4.31E-12,TRUE,1,1,1,48,1,1,Down,NA
Gm7398,17,70,-2.041820176,-2.07856983,1.95E-09,1.09E-08,1.09E-08,TRUE,1,68,4,1,12,1,Down,NA
Gm7438,3,21,-2.807354922,-2.844104577,7.63E-05,0.000320741,0.000320641,TRUE,1,17,1,1,1,3,Down,NA
Gm7502,534,4130,-2.951230135,-2.987979789,0,0,0,TRUE,300,1,233,1,1,4128,Down,NA
Gm7672,14,308,-4.459431619,-4.496181273,0,0,0,TRUE,12,306,1,1,1,1,Down,NA
Gm7676,3,126,-5.392317423,-5.429067078,0,0,0,TRUE,1,1,1,1,1,124,Down,NA
Gm7931,8,41,-2.357552005,-2.394301659,5.27E-07,2.59E-06,2.59E-06,TRUE,2,1,5,1,1,39,Down,NA
Gm7936,22,175,-2.991779493,-3.028529148,0,0,0,TRUE,1,1,20,1,1,173,Down,NA
Gm7951,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,18,1,1,1,1,Down,NA
Gm8020,3,27,-3.169925001,-3.206674656,1.89E-06,9.03E-06,9.02E-06,TRUE,1,25,1,1,1,1,Down,NA
Gm8024,8,43,-2.426264755,-2.46301441,1.75E-07,8.78E-07,8.78E-07,TRUE,4,26,3,1,1,16,Down,NA
Gm8050,3,21,-2.807354922,-2.844104577,7.63E-05,0.000320741,0.000320641,TRUE,1,1,1,1,1,19,Down,NA
Gm8138,3,95,-4.984893108,-5.021642762,0,0,0,TRUE,1,93,1,1,1,1,Down,NA
Gm8200,3,49,-4.029747343,-4.066496998,1.30E-12,8.23E-12,8.23E-12,TRUE,1,1,1,1,1,47,Down,NA
Gm8209,17,129,-2.923764414,-2.960514069,0,0,0,TRUE,15,1,1,127,1,1,Down,NA
Gm8256,3,24,-3,-3.036749655,1.22E-05,5.44E-05,5.44E-05,TRUE,1,22,1,1,1,1,Down,NA
Gm8292,30,143,-2.252980741,-2.289730396,0,0,0,TRUE,10,1,19,141,1,1,Down,NA
Gm8424,7,198,-4.822001698,-4.858751353,0,0,0,TRUE,1,1,5,196,1,1,Down,NA
Gm8454,8,108,-3.754887502,-3.791637157,0,0,0,TRUE,3,1,4,1,1,106,Down,NA
Gm8662,12,120,-3.321928095,-3.35867775,0,0,0,TRUE,10,1,1,118,1,1,Down,NA
Gm8681,26,118,-2.182203331,-2.218952986,4.44E-16,3.16E-15,3.16E-15,TRUE,3,1,20,78,3,39,Down,NA
Gm8685,3,148,-5.624490865,-5.66124052,0,0,0,TRUE,1,1,1,6,1,141,Down,NA
Gm8744,7,88,-3.652076697,-3.688826351,0,0,0,TRUE,5,1,1,86,1,1,Down,NA
Gm8960,3,61,-4.345774837,-4.382524492,4.44E-16,3.16E-15,3.16E-15,TRUE,1,1,1,59,1,1,Down,NA
Gm9057,7,64,-3.192645078,-3.229394733,1.84E-13,1.20E-12,1.20E-12,TRUE,5,1,1,1,1,62,Down,NA
Gm9104,15,100,-2.736965594,-2.773715249,0,0,0,TRUE,1,1,13,98,1,1,Down,NA
Gm9111,16,65,-2.022367813,-2.059117468,9.01E-09,4.84E-08,4.84E-08,TRUE,14,1,1,63,1,1,Down,NA
Gm9376,29,721,-4.635874454,-4.672624109,0,0,0,TRUE,11,1,17,1,1,719,Down,NA
Gm9443,68,512,-2.912537159,-2.949286814,0,0,0,TRUE,30,1,37,1,1,510,Down,NA
Gm9742,3,236,-6.297680549,-6.334430203,0,0,0,TRUE,1,234,1,1,1,1,Down,NA
Gm9828,793,3565,-2.168509306,-2.20525896,0,0,0,TRUE,188,1,604,378,1,3186,Down,NA
Gm9951,7,51,-2.86507042,-2.901820075,4.66E-10,2.67E-09,2.67E-09,TRUE,1,1,5,49,1,1,Down,NA
Gm9972,71,1883,-4.729070165,-4.76581982,0,0,0,TRUE,46,1,24,1881,1,1,Down,NA
Gmfg,9,43,-2.256339753,-2.293089408,5.60E-07,2.75E-06,2.75E-06,TRUE,7,1,1,41,1,1,Down,NA
Gnb4,34,1333,-5.292998224,-5.329747879,0,0,0,TRUE,18,1328,15,4,1,1,Down,NA
Gnptg,3,23,-2.938599455,-2.97534911,2.26E-05,9.88E-05,9.87E-05,TRUE,1,1,1,21,1,1,Down,NA
Gosr2,3,83,-4.790076931,-4.826826585,0,0,0,TRUE,1,1,1,81,1,1,Down,NA
Gp2,3,107,-5.156504486,-5.19325414,0,0,0,TRUE,1,1,1,31,1,75,Down,NA
Gpc3,57,930,-4.028196892,-4.064946547,0,0,0,TRUE,17,928,39,1,1,1,Down,NA
Gpr165,7,153,-4.450032921,-4.486782575,0,0,0,TRUE,5,1,1,151,1,1,Down,NA
Gpr176,3,204,-6.087462841,-6.124212496,0,0,0,TRUE,1,1,1,1,1,202,Down,NA
Gprc5a,40,267,-2.738767837,-2.775517492,0,0,0,TRUE,22,1,17,1,1,265,Down,NA
Gpsm2,3,27,-3.169925001,-3.206674656,1.89E-06,9.03E-06,9.02E-06,TRUE,1,22,1,4,1,1,Down,NA
Gpx1,3,111,-5.209453366,-5.24620302,0,0,0,TRUE,1,109,1,1,1,1,Down,NA
Grb14,128,1911,-3.900112063,-3.936861718,0,0,0,TRUE,106,1,21,1909,1,1,Down,NA
Gt.ROSA.26Sor,3,729,-7.924812504,-7.961562158,0,0,0,TRUE,1,727,1,1,1,1,Down,NA
Gtf2h3,18,91,-2.337869639,-2.374619294,1.03E-13,6.80E-13,6.80E-13,TRUE,13,1,4,1,1,89,Down,NA
Gtf3c2,237,15126,-5.995999655,-6.032749309,0,0,0,TRUE,48,1,188,15,1,15110,Down,NA
Guca1a,3,26,-3.115477217,-3.152226872,3.53E-06,1.66E-05,1.65E-05,TRUE,1,1,1,24,1,1,Down,NA
Gvin1,3,115,-5.26052755,-5.297277205,0,0,0,TRUE,1,113,1,1,1,1,Down,NA
Gzmg,7,86,-3.618909833,-3.655659487,0,0,0,TRUE,5,1,1,84,1,1,Down,NA
H1f0,25,117,-2.22650853,-2.263258185,2.22E-16,1.59E-15,1.59E-15,TRUE,16,115,8,1,1,1,Down,NA
H2.Aa,3,42,-3.807354922,-3.844104577,1.28E-10,7.49E-10,7.49E-10,TRUE,1,1,1,40,1,1,Down,NA
Hba.a1,3,6821,-11.15080505,-11.1875547,0,0,0,TRUE,1,2868,1,3463,1,490,Down,NA
Hba.a2,3,6022,-10.97106449,-11.00781415,0,0,0,TRUE,1,2461,1,3288,1,273,Down,NA
Hbb.bs,7,28148,-11.97338988,-12.01013953,0,0,0,TRUE,1,11785,1,14910,5,1453,Down,NA
Hbb.bt,3,13065,-12.088457,-12.12520666,0,0,0,TRUE,1,5518,1,6950,1,597,Down,NA
Hcfc1r1.ps2,8,42,-2.392317423,-2.429067078,3.04E-07,1.52E-06,1.52E-06,TRUE,1,1,6,40,1,1,Down,NA
Hdgf,13,80,-2.621488377,-2.658238032,9.85E-14,6.48E-13,6.48E-13,TRUE,11,59,1,12,1,9,Down,NA
Hdgfl3,453,60827,-7.069056991,-7.105806646,0,0,0,TRUE,446,1,1,1,6,60825,Down,NA
Hdhd3,29,120,-2.0489096,-2.085659255,3.44E-15,2.38E-14,2.38E-14,TRUE,1,1,17,1,11,118,Down,NA
Hgf,8,35,-2.129283017,-2.166032672,1.32E-05,5.87E-05,5.87E-05,TRUE,6,5,1,1,1,29,Down,NA
Hic2,135,1010,-2.903323981,-2.940073635,0,0,0,TRUE,57,1,77,1,1,1008,Down,NA
Hif1an,137,1499,-3.451752585,-3.48850224,0,0,0,TRUE,98,1,38,1497,1,1,Down,NA
Hint1,7,67,-3.258734268,-3.295483923,2.91E-14,1.95E-13,1.95E-13,TRUE,5,23,1,1,1,43,Down,NA
Hipk3,1035,15852,-3.9369622,-3.973711854,0,0,0,TRUE,979,41,18,31,38,15780,Down,NA
Hist1h2ac,46,211,-2.197537233,-2.234286887,0,0,0,TRUE,44,3,1,207,1,1,Down,NA
Hivep1,42,244,-2.538419915,-2.57516957,0,0,0,TRUE,40,1,1,217,1,26,Down,NA
Hk2,3,77,-4.68182404,-4.718573695,0,0,0,TRUE,1,54,1,22,1,1,Down,NA
Hmgb3,9,42,-2.222392421,-2.259142076,9.54E-07,4.62E-06,4.62E-06,TRUE,7,40,1,1,1,1,Down,NA
Hmgn1,3,63,-4.392317423,-4.429067078,1.11E-16,8.04E-16,7.98E-16,TRUE,1,1,1,61,1,1,Down,NA
Hmgxb3,122,838,-2.780069096,-2.816818751,0,0,0,TRUE,109,84,12,749,1,5,Down,NA
Hormad1,10,195,-4.285402219,-4.322151874,0,0,0,TRUE,8,1,1,193,1,1,Down,NA
Hoxa10,3,23,-2.938599455,-2.97534911,2.26E-05,9.88E-05,9.87E-05,TRUE,1,21,1,1,1,1,Down,NA
Hoxb3,16,140,-3.129283017,-3.166032672,0,0,0,TRUE,1,1,14,138,1,1,Down,NA
Hoxc8,14,436,-4.960829403,-4.997579058,0,0,0,TRUE,7,219,6,1,1,216,Down,NA
Hs6st1,52,213,-2.034269902,-2.071019557,0,0,0,TRUE,1,1,50,1,1,211,Down,NA
Hsf5,92,4174,-5.503652929,-5.540402584,0,0,0,TRUE,72,1,19,81,1,4092,Down,NA
Hspb8,3,29,-3.273018494,-3.309768149,5.40E-07,2.65E-06,2.65E-06,TRUE,1,1,1,1,1,27,Down,NA
Htr1a,3,22,-2.874469118,-2.911218773,4.16E-05,0.000177974,0.000177932,TRUE,1,1,1,5,1,16,Down,NA
Htt,895,7996,-3.159318885,-3.196068539,0,0,0,TRUE,878,2,16,7993,1,1,Down,NA
Icam1,3,47,-3.969626351,-4.006376006,4.85E-12,3.01E-11,3.01E-11,TRUE,1,1,1,1,1,45,Down,NA
Icam2,3,178,-5.89077093,-5.927520585,0,0,0,TRUE,1,1,1,176,1,1,Down,NA
Ifih1,3,99,-5.044394119,-5.081143774,0,0,0,TRUE,1,1,1,97,1,1,Down,NA
Igf2bp1,30,164,-2.450661409,-2.487411064,0,0,0,TRUE,25,1,4,154,1,9,Down,NA
Igkv1.122,3,47,-3.969626351,-4.006376006,4.85E-12,3.01E-11,3.01E-11,TRUE,1,45,1,1,1,1,Down,NA
Igkv12.67,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,18,1,1,Down,NA
Ikzf3,51,247,-2.27594189,-2.312691544,0,0,0,TRUE,39,1,11,1,1,245,Down,NA
Inca1,3,120,-5.321928095,-5.35867775,0,0,0,TRUE,1,1,1,1,1,118,Down,NA
Inip,731,3117,-2.092214844,-2.128964498,0,0,0,TRUE,120,1939,610,114,1,1064,Down,NA
Itgam.1,3,192,-6,-6.036749655,0,0,0,TRUE,1,1,1,1,1,190,Down,NA
Itgb3,6,51,-3.087462841,-3.124212496,1.00E-10,5.94E-10,5.91E-10,TRUE,4,1,1,49,1,1,Down,NA
Itk,61,660,-3.435584877,-3.472334531,0,0,0,TRUE,8,1,52,658,1,1,Down,NA
Jade1,25,237,-3.244887059,-3.281636714,0,0,0,TRUE,15,1,9,235,1,1,Down,NA
Jak3,3,61,-4.345774837,-4.382524492,4.44E-16,3.16E-15,3.16E-15,TRUE,1,1,1,59,1,1,Down,NA
Jchain,283,8717,-4.944957751,-4.981707406,0,0,0,TRUE,180,2016,100,807,3,5894,Down,NA
K230010J24Rik,3,37,-3.624490865,-3.66124052,3.27E-09,1.80E-08,1.80E-08,TRUE,1,1,1,1,1,35,Down,NA
Kat14,19,108,-2.506959989,-2.543709644,0,0,0,TRUE,1,1,17,1,1,106,Down,NA
Kcnab1,129,1823,-3.820871591,-3.857621245,0,0,0,TRUE,125,1,3,1,1,1821,Down,NA
Kcne1,3,31,-3.36923381,-3.405983464,1.52E-07,7.73E-07,7.73E-07,TRUE,1,1,1,1,1,29,Down,NA
Kcnmb2,12,266,-4.470319935,-4.50706959,0,0,0,TRUE,5,1,6,1,1,264,Down,NA
Kdelr2,1567,20684,-3.722438125,-3.75918778,0,0,0,TRUE,1234,19,332,1,1,20664,Down,NA
Kiss1,27,187,-2.792006958,-2.828756613,0,0,0,TRUE,17,1,9,185,1,1,Down,NA
Kit,134,739,-2.463341364,-2.500091018,0,0,0,TRUE,80,1,53,737,1,1,Down,NA
Klf11,16,116,-2.857980995,-2.89473065,0,0,0,TRUE,14,114,1,1,1,1,Down,NA
Klhl14,3,63,-4.392317423,-4.429067078,1.11E-16,8.04E-16,7.98E-16,TRUE,1,61,1,1,1,1,Down,NA
Kpna2,13,153,-3.556948125,-3.593697779,0,0,0,TRUE,11,151,1,1,1,1,Down,NA
Kpna2.ps,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,1,1,1,1,18,Down,NA
Krt10,99,521,-2.395782942,-2.432532597,0,0,0,TRUE,18,1,80,504,1,16,Down,NA
Krt26,112,1270,-3.50325786,-3.540007514,0,0,0,TRUE,32,1,14,1,66,1268,Down,NA
Krt84,21,127,-2.596367264,-2.633116919,0,0,0,TRUE,14,1,6,125,1,1,Down,NA
Kyat3,100,522,-2.384049807,-2.420799462,0,0,0,TRUE,50,520,49,1,1,1,Down,NA
L3hypdh,653,8156,-3.642706878,-3.679456533,0,0,0,TRUE,293,7,359,1,1,8148,Down,NA
Lair1,9,71,-2.979822118,-3.016571773,6.47E-14,4.29E-13,4.29E-13,TRUE,1,1,7,1,1,69,Down,NA
Large1,156,2193,-3.813287878,-3.850037533,0,0,0,TRUE,98,1,57,1,1,2191,Down,NA
Ldb2,37,1433,-5.275369529,-5.312119183,0,0,0,TRUE,9,1342,23,56,5,35,Down,NA
Leng1,3,33,-3.459431619,-3.496181273,4.27E-08,2.22E-07,2.22E-07,TRUE,1,31,1,1,1,1,Down,NA
Leo1,3,43,-3.841302254,-3.878051909,6.66E-11,3.95E-10,3.95E-10,TRUE,1,1,1,41,1,1,Down,NA
Lep,11,114,-3.373458396,-3.41020805,0,0,0,TRUE,9,112,1,1,1,1,Down,NA
Letm2,38,324,-3.091922489,-3.128672144,0,0,0,TRUE,32,136,5,187,1,1,Down,NA
Lingo2,11,53,-2.268488836,-2.305238491,2.49E-08,1.32E-07,1.32E-07,TRUE,1,4,9,1,1,48,Down,NA
Lmnb2,3,42,-3.807354922,-3.844104577,1.28E-10,7.49E-10,7.49E-10,TRUE,1,1,1,40,1,1,Down,NA
Lmntd1,54,254,-2.233797185,-2.270546839,0,0,0,TRUE,16,1,32,252,6,1,Down,NA
Lmod3,3,78,-4.700439718,-4.737189373,0,0,0,TRUE,1,1,1,76,1,1,Down,NA
Lrp1b,141,626,-2.150467495,-2.187217149,0,0,0,TRUE,56,503,84,36,1,87,Down,NA
Lrrc55,130,1179,-3.18098019,-3.217729845,0,0,0,TRUE,110,1177,19,1,1,1,Down,NA
Lrrk1,49,399,-3.025535092,-3.062284747,0,0,0,TRUE,13,1,35,397,1,1,Down,NA
Ltbp4,5,28,-2.485426827,-2.522176482,1.92E-05,8.54E-05,8.54E-05,TRUE,1,1,3,1,1,26,Down,NA
Lurap1,1004,6251,-2.638327733,-2.675077388,0,0,0,TRUE,903,3161,22,3089,79,1,Down,NA
Ly6a,21,493,-4.553126414,-4.589876068,0,0,0,TRUE,19,1,1,491,1,1,Down,NA
Lypd6,5,78,-3.963474124,-4.000223779,0,0,0,TRUE,3,1,1,76,1,1,Down,NA
Mageb5,3,349,-6.862120725,-6.89887038,0,0,0,TRUE,1,347,1,1,1,1,Down,NA
Mamld1,52,1643,-4.981677047,-5.018426702,0,0,0,TRUE,32,1,19,1,1,1641,Down,NA
Mapk1ip1l,318,2471,-2.95799634,-2.994745995,0,0,0,TRUE,34,1,283,1,1,2469,Down,NA
Mars2,920,5258,-2.514808376,-2.55155803,0,0,0,TRUE,547,2623,372,1,1,2634,Down,NA
Matn2,7,68,-3.280107919,-3.316857574,1.57E-14,1.06E-13,1.06E-13,TRUE,5,66,1,1,1,1,Down,NA
Mblac2,9,204,-4.502500341,-4.539249995,0,0,0,TRUE,1,1,7,1,1,202,Down,NA
Mccc1os,3,273,-6.50779464,-6.544544295,0,0,0,TRUE,1,271,1,1,1,1,Down,NA
Mdrl,9,38,-2.078002512,-2.114752167,7.76E-06,3.53E-05,3.53E-05,TRUE,7,1,1,36,1,1,Down,NA
Meiob,3,41,-3.772589504,-3.809339159,2.45E-10,1.42E-09,1.42E-09,TRUE,1,1,1,1,1,39,Down,NA
Meis1,189,910,-2.267480311,-2.304229966,0,0,0,TRUE,43,859,115,50,31,1,Down,NA
Mettl4,246,6326,-4.684563335,-4.72131299,0,0,0,TRUE,217,1,28,106,1,6219,Down,NA
Mfsd5,3,436,-7.183221824,-7.219971479,0,0,0,TRUE,1,1,1,1,1,434,Down,NA
Mipol1,11,151,-3.778973121,-3.815722775,0,0,0,TRUE,4,13,6,137,1,1,Down,NA
Mir130a,11,85,-2.949959318,-2.986708972,3.33E-16,2.38E-15,2.37E-15,TRUE,4,23,6,1,1,61,Down,NA
Mir217,3,137,-5.513069582,-5.549819237,0,0,0,TRUE,1,1,1,135,1,1,Down,NA
Mir6378,332,4980,-3.906890596,-3.94364025,0,0,0,TRUE,224,1,107,1,1,4978,Down,NA
Mir7057,6,119,-4.309855263,-4.346604917,0,0,0,TRUE,1,1,4,117,1,1,Down,NA
Mir8097,3,29,-3.273018494,-3.309768149,5.40E-07,2.65E-06,2.65E-06,TRUE,1,27,1,1,1,1,Down,NA
Mir872,5,51,-3.350497247,-3.387246902,1.86E-11,1.13E-10,1.13E-10,TRUE,3,49,1,1,1,1,Down,NA
Mkrn1,51,304,-2.575502171,-2.612251826,0,0,0,TRUE,37,9,13,294,1,1,Down,NA
Mkrn2os,1969,29046,-3.882804484,-3.919554138,0,0,0,TRUE,6,1,1962,1,1,29044,Down,NA
Mmp27,3,41,-3.772589504,-3.809339159,2.45E-10,1.42E-09,1.42E-09,TRUE,1,1,1,1,1,39,Down,NA
Mndal,14,105,-2.906890596,-2.94364025,0,0,0,TRUE,8,20,5,22,1,63,Down,NA
Mospd2,256,3215,-3.650603022,-3.687352677,0,0,0,TRUE,66,3213,93,1,97,1,Down,NA
Mpdz,73,771,-3.400762491,-3.437512146,0,0,0,TRUE,40,3,32,288,1,480,Down,NA
Mphosph8,54,961,-4.153505119,-4.190254773,0,0,0,TRUE,29,1,24,1,1,959,Down,NA
Mpp6,1017,70076,-6.106528843,-6.143278497,0,0,0,TRUE,807,1,203,1,7,70074,Down,NA
Mpz,3,53,-4.142957954,-4.179707609,9.26E-14,6.13E-13,6.13E-13,TRUE,1,42,1,10,1,1,Down,NA
Mrgprb1,8,54,-2.754887502,-2.791637157,3.37E-10,1.94E-09,1.94E-09,TRUE,6,1,1,52,1,1,Down,NA
Mrpl37,3,20,-2.736965594,-2.773715249,0.000139434,0.000574514,0.000574184,TRUE,1,18,1,1,1,1,Down,NA
Mrps24,18,296,-4.039528364,-4.076278019,0,0,0,TRUE,16,1,1,294,1,1,Down,NA
Mrps33,311,3156,-3.34311072,-3.379860375,0,0,0,TRUE,178,1,118,1,15,3154,Down,NA
Ms4a4a,3,179,-5.898853277,-5.935602931,0,0,0,TRUE,1,177,1,1,1,1,Down,NA
Mtmr1,3,21,-2.807354922,-2.844104577,7.63E-05,0.000320741,0.000320641,TRUE,1,19,1,1,1,1,Down,NA
Mtx1,3,78,-4.700439718,-4.737189373,0,0,0,TRUE,1,1,1,1,1,76,Down,NA
Muc2,3,103,-5.101538026,-5.138287681,0,0,0,TRUE,1,101,1,1,1,1,Down,NA
Mxi1,288,3968,-3.784271309,-3.821020964,0,0,0,TRUE,183,3966,104,1,1,1,Down,NA
Myh15,599,2621,-2.129489446,-2.1662391,0,0,0,TRUE,505,1,93,1027,1,1593,Down,NA
Myom2,28,249,-3.15264701,-3.189396665,0,0,0,TRUE,10,1,17,247,1,1,Down,NA
Mysm1,225,35358,-7.29596786,-7.332717515,0,0,0,TRUE,187,1,37,1228,1,34129,Down,NA
Mzf1,27,248,-3.199308808,-3.236058463,0,0,0,TRUE,1,1,25,19,1,228,Down,NA
Ncoa3,1833,51076,-4.800366854,-4.837116509,0,0,0,TRUE,1104,51074,724,1,5,1,Down,NA
Ndel1,337,2932,-3.121064607,-3.157814262,0,0,0,TRUE,144,1,119,1,74,2930,Down,NA
Ndst1,94,1300,-3.789707056,-3.826456711,0,0,0,TRUE,30,1,63,1,1,1298,Down,NA
Ndufa13,3,29,-3.273018494,-3.309768149,5.40E-07,2.65E-06,2.65E-06,TRUE,1,1,1,1,1,27,Down,NA
