GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Gm23403,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr859,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s112,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20795,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s149,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mup-ps3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Il11ra2.1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Snord116l8,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21725,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21987,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm6214,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm3015,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22243,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21965,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21863,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Snord88a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Cldn34c2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AC133095.2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25076,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm9824,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25074,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25739,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr776,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn2r22,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Scgb1b21,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7951,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24088,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm14361,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
A630023A22Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav9d-3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igkv1-122,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ifna1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AC132444.5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22449,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22450,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm3147,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22446,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AC164084.1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22448,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22447,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20812,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mir467b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rhox3f,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24137,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm17222,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
D13Ertd608e,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24135,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm13249,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8068,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-66,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20877,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Astx5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr834,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr888,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm10375,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23612,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Snora19,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25284,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mup-ps13,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm10413,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25285,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21983,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25287,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Esp4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24617,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24618,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn2r-ps33,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm10230,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighd5-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21671,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7980,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
CR974586.2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21916,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-16,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm3415,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav14d-2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8383,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21887,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Astx3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20474,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv2-9-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Taar7d,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AC140325.3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv5-17,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav4n-3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
H2al2b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trbv12-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm6619,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rnu1b1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22630,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv14-2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22628,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
CR974586.3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr1287,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22629,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-55,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24305,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15045,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighd5-7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7138,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24304,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
1700047I17Rik1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm6215,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm9457,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rhox3a2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21788,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr106-ps,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23424,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21258,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav5-4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21188,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26245,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv5-4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm6291,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26243,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26246,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15085,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Il11ra2.2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23947,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Esp24,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21572,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8331,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24585,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igkv6-23,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s86,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn1r175,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20816,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22951,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22950,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Btbd35f25,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8888,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr1434,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s143,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav10n,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Taar7a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20854,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21817,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s123,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21818,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Plscr5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
H2al1f,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighd2-8,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15252,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn2r-ps130,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Spin2g,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22274,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8935,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
H2al1g,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm2310,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn2r67,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr854,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trbd1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn1r30,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25098,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AC133103.5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm4308,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ccl21b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25099,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Dynlt1f,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25101,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8281,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igkv3-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23282,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23283,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm3099,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rnaset2a,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav12d-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rab11b-ps2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Snord116l11,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21820,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr786,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mir683-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rhox2d,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26092,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv10-3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24830,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15005,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24829,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8221,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24828,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr209,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8871,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav14-2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26465,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26466,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26467,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Btbd35f10,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm2056,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm6502,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm1604b,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7137,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23648,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23647,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21801,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AC125178.3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25312,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25311,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23767,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav7n-4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igkv11-125,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25313,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25314,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22474,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rhox2f,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
CAAA01147332.1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm17654,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22476,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22475,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s141,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24182,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igkv4-53,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Spin2f,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
CR974586.4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav6d-7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24180,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn1r128,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21828,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-20,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm16378,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
AC124606.2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25840,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21182,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21891,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21637,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igkv14-111,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23017,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr970,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23018,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23016,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm2163,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24674,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mir465c-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20924,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24673,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26295,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26296,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Igkv6-17,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26297,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8246,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8332,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7415,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr824,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22092,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21405,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr1290,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm5473,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Defa-ps1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Btbd35f7,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn1r-ps70,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm3238,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24954,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15098,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tcstv3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm9117,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm13697,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25448,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm9002,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm5283,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Speer1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Tdgf1-ps1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21960,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr965,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm8532,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24302,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26491,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm5741,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24300,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm17361,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22617,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22616,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav14d-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22619,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22618,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr104-ps,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-43,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21775,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav6-6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-67,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv2-4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23136,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ppp1r2-ps6,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Lce1k,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25931,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15128,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25933,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21764,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26429,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26430,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26431,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26432,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Esp38,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm10096,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-58,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7958,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Rnu5g,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr884,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ifna14,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighd2-5,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24796,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20773,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr538,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn1r88,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr968,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Selenok-ps4,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7421,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm14333,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm10324,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr469,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24528,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm3317,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21844,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn2r48,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s115,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn1r191,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Olfr740,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm5861,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Obox4-ps21,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv1-37,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24040,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Defa-ps17,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24039,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21822,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn1r49,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25700,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Btbd35f13,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm11238,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Zscan4e,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25701,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25702,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm16416,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21964,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25198,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25197,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s210,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25194,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25196,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm25195,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm20737,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23963,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Obox4-ps12,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
6030469F06Rik,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm22360,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Trav12-3,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm10845,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm7742,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm6221,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm17693,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
n-R5s105,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21842,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm19402,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm26436,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23512,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Obox4-ps13,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23513,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Mup-ps11,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23050,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Ighv10-1,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23052,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm23053,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15042,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm17048,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Krtap22-2,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm21060,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm16513,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24702,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24701,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Vmn2r53,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm3500,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm24863,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
Gm15100,3,3,0,0.057328579,0.961185264,1,0.961506952,FALSE
