"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"mmu04721","Organismal Systems","Nervous system","mmu04721","Synaptic vesicle cycle - Mus musculus (house mouse)","26/1875","77/9574",0.337662337662338,1.72414891774892,3.14838282963955,0.00231175005354253,0.0172376145296758,0.0115852004971582,"Ap2a2/Atp6v0a2/Atp6v0a4/Atp6v0b/Atp6v0c/Atp6v0d1/Atp6v0d2/Atp6v1e1/Atp6v1f/Atp6v1h/Clta/Cltb/Cplx4/Dnm2/Nsf/Slc17a8/Slc18a1/Slc6a1/Slc6a3/Slc6a4/Slc6a9/Snap25/Stx3/Stxbp1/Unc13a/Unc13b",26
"mmu01212","Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism - Mus musculus (house mouse)","22/1875","62/9574",0.354838709677419,1.81185376344086,3.16479247918882,0.00241995248336306,0.0176605042934793,0.0118694197952186,"Acaa1a/Acadsb/Acadvl/Acat3/Acsf3/Acsl3/Acsl4/Acsl6/Cbr4/Cpt1a/Cpt1c/Echs1/Elovl1/Elovl7/Fads1/Fads2/Hacd3/Hadha/Hadhb/Mecr/Ppt1/Scp2",22
"mmu04933","Human Diseases","Endocrine and metabolic disease","mmu04933","AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)","32/1875","101/9574",0.316831683168317,1.61778481848185,3.08007758068927,0.0025184802094169,0.0179966398297916,0.0120953325846996,"Akt1/Bcl2/Cdc42/Cdk4/Cdkn1b/Col3a1/Col4a1/Col4a4/Diaph1/Edn1/Foxo1/Il6/Kras/Mapk12/Nfatc1/Nos3/Nox1/Pik3ca/Pik3cd/Pik3r1/Plcb3/Plcb4/Plcd3/Plce1/Prkcd/Prkce/Rela/Serpine1/Smad3/Stat3/Stat5a/Tgfb2",32
"mmu04216","Cellular Processes","Cell growth and death","mmu04216","Ferroptosis - Mus musculus (house mouse)","16/1875","41/9574",0.390243902439024,1.99263739837398,3.1432235600264,0.0030938335247302,0.0215279048727329,0.0144686548016833,"Acsl3/Acsl4/Acsl6/Gclm/Map1lc3a/Map1lc3b/Pcbp2/Prnp/Slc11a2/Slc3a2/Slc40a1/Steap3/Tfrc/Trp53/Vdac2/Vdac3",16
"mmu00380","Metabolism","Amino acid metabolism","mmu00380","Tryptophan metabolism - Mus musculus (house mouse)","19/1875","52/9574",0.365384615384615,1.86570256410256,3.08897072763847,0.00320094212393405,0.0215279048727329,0.0144686548016833,"Aanat/Acat3/Acmsd/Afmid/Aldh1b1/Aldh2/Aldh7a1/Aldh9a1/Aox1/Aox3/Aox4/Cyp1b1/Dlst/Echs1/Hadha/Ido2/Il4i1/Kmo/Tph1",19
"mmu02010","Environmental Information Processing","Membrane transport","mmu02010","ABC transporters - Mus musculus (house mouse)","19/1875","52/9574",0.365384615384615,1.86570256410256,3.08897072763847,0.00320094212393405,0.0215279048727329,0.0144686548016833,"Abca3/Abca4/Abca6/Abcb10/Abcb11/Abcb1b/Abcb5/Abcb7/Abcc1/Abcc2/Abcc3/Abcc8/Abcd3/Abcd4/Abcg1/Abcg3/Abcg5/Abcg8/Cftr",19
"mmu04714","Organismal Systems","Environmental adaptation","mmu04714","Thermogenesis - Mus musculus (house mouse)","64/1875","238/9574",0.26890756302521,1.37307787114846,2.8761733151029,0.00344809903639069,0.0227441917208078,0.0152861070641612,"Acsl3/Acsl4/Acsl6/Actg1/Adcy3/Adcy6/Adcy7/Adcy9/Adrb3/Arid1a/Cnr1/Coa4/Cox11/Cox17/Cox20/Cox4i1/Cox5a/Cox6b1/Cox6c/Cox7a2/Cox7b/Cpt1a/Cpt1c/Creb3/Creb3l1/Creb3l2/Creb5/Klb/Kras/Map3k5/Mapk12/Mgll/Ndufa8/Ndufab1/Ndufaf4/Ndufb10/Ndufb6/Ndufb9/Ndufs2/Ndufs4/Ndufv2/Ndufv3/Nppa/Ppargc1a/Prkaa1/Prkab1/Prkab2/Prkag1/Rheb/Rps6/Rps6ka1/Rps6ka2/Rps6ka3/Rps6kb1/Rps6kb2/Rptor/Sirt6/Slc25a20/Smarcc1/Smarcd1/Sos1/Uqcrc1/Uqcrfs1/Zfp516",64
"mmu00604","Metabolism","Glycan biosynthesis and metabolism","mmu00604","Glycosphingolipid biosynthesis - ganglio series - Mus musculus (house mouse)","8/1875","15/9574",0.533333333333333,2.72327111111111,3.29610100737068,0.00366833505598031,0.0237403570604009,0.0159556182176701,"B4galnt1/Glb1/Hexa/Slc33a1/St3gal1/St3gal2/St3gal5/St8sia1",8
"mmu00310","Metabolism","Amino acid metabolism","mmu00310","Lysine degradation - Mus musculus (house mouse)","22/1875","64/9574",0.34375,1.75523333333333,2.99149570837246,0.00379640808958845,0.0241142217542378,0.01620688833567,"Aass/Acat3/Aldh1b1/Aldh2/Aldh7a1/Aldh9a1/Camkmt/Dlst/Echs1/Hadha/Hykk/Kmt2a/Kmt2b/Kmt2d/Kmt5b/Mecom/Nsd1/Nsd3/Pipox/Setdb1/Smyd2/Smyd3",22
"mmu04919","Organismal Systems","Endocrine system","mmu04919","Thyroid hormone signaling pathway - Mus musculus (house mouse)","36/1875","120/9574",0.3,1.53184,2.89315250851972,0.00396425495118271,0.0247225354228303,0.0166157288862969,"Actg1/Akt1/Atp1a2/Atp2a3/Bad/Casp9/Dio1/Foxo1/Hif1a/Kat2a/Kras/Map2k2/Med16/Myh7/Ncoa1/Ncoa2/Ncor1/Pfkfb2/Pfkl/Pfkm/Pfkp/Pik3ca/Pik3cd/Pik3r1/Plcb3/Plcb4/Plcd3/Plce1/Prkcg/Raf1/Rcan1/Rheb/Slc16a10/Thra/Thrb/Trp53",36
"mmu04974","Organismal Systems","Digestive system","mmu04974","Protein digestion and absorption - Mus musculus (house mouse)","33/1875","108/9574",0.305555555555556,1.56020740740741,2.88924905821808,0.00413877174402157,0.0251929691282824,0.0169319019152796,"Ace2/Atp1a2/Col12a1/Col13a1/Col14a1/Col18a1/Col20a1/Col26a1/Col27a1/Col2a1/Col3a1/Col4a1/Col4a4/Col6a2/Col6a3/Col6a4/Col9a1/Col9a3/Dpp4/Eln/Gm2663/Kcnj13/Kcnn4/Mme/Prcp/Slc16a10/Slc36a1/Slc36a2/Slc36a4/Slc3a2/Slc6a19/Slc8a1/Slc8a3",33
"mmu05215","Human Diseases","Cancer: specific types","mmu05215","Prostate cancer - Mus musculus (house mouse)","31/1875","100/9574",0.31,1.58290133333333,2.89158434094364,0.00421527890508359,0.0251929691282824,0.0169319019152796,"Akt1/Ar/Araf/Bad/Bcl2/Casp9/Cdk2/Cdkn1a/Cdkn1b/Creb3/Creb3l1/Creb3l2/Creb5/E2f3/Foxo1/Igf1r/Ikbkb/Ikbkg/Kras/Map2k2/Pdgfra/Pik3ca/Pik3cd/Pik3r1/Plat/Plau/Raf1/Rela/Sos1/Trp53/Zeb1",31
"mmu04068","Environmental Information Processing","Signal transduction","mmu04068","FoxO signaling pathway - Mus musculus (house mouse)","39/1875","133/9574",0.293233082706767,1.49728721804511,2.84991314103095,0.00431810279034728,0.0251929691282824,0.0169319019152796,"Akt1/Araf/Bcl6/Ccnb2/Ccnb3/Cdk2/Cdkn1a/Cdkn1b/Fbxo32/Foxo1/Gabarapl2/Gadd45g/Homer1/Homer2/Igf1r/Ikbkb/Il6/Kras/Map2k2/Mapk12/Pik3ca/Pik3cd/Pik3r1/Prkaa1/Prkab1/Prkab2/Prkag1/Raf1/Rag2/S1pr1/Sgk2/Sirt1/Skp2/Smad3/Sos1/Stat3/Stk4/Tgfb2/Usp7",39
"mmu00280","Metabolism","Amino acid metabolism","mmu00280","Valine, leucine and isoleucine degradation - Mus musculus (house mouse)","20/1875","57/9574",0.350877192982456,1.79162573099415,2.9581132784612,0.00433348448562292,0.0251929691282824,0.0169319019152796,"Acaa1a/Acadsb/Acat3/Acsf3/Aldh1b1/Aldh2/Aldh7a1/Aldh9a1/Aox1/Aox3/Aox4/Bcat1/Echs1/Hadha/Hadhb/Hibch/Hmgcs2/Il4i1/Ivd/Oxct1",20
"mmu05145","Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis - Mus musculus (house mouse)","33/1875","109/9574",0.302752293577982,1.54589357798165,2.82857976813867,0.00484521678121177,0.0276984892659273,0.0186158328962347,"Akt1/Bad/Bcl2/Bcl2l1/Birc3/Casp9/Ciita/Cycs/Cyct/Gnai2/Gnao1/Hspa8/Ifngr2/Ikbkb/Ikbkg/Il10rb/Il12b/Irak4/Jak1/Lama1/Lamb3/Lamc1/Lamc2/Lamc3/Map3k7/Mapk12/Pik3r5/Rela/Stat3/Tab2/Tgfb2/Traf6/Xiap",33
"mmu05100","Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells - Mus musculus (house mouse)","25/1875","77/9574",0.324675324675325,1.6578354978355,2.86007192077414,0.00499320712240162,0.0280765580817009,0.0188699285557542,"Actg1/Actr3/Arpc1b/Arpc2/Bcar1/Cav1/Cd2ap/Cdc42/Clta/Cltb/Crk/Ctnna1/Ctnna2/Cttn/Dnm2/Elmo2/Gab1/Gm5637/Met/Pik3ca/Pik3cd/Pik3r1/Ptk2/Rhog/Shc1",25
"mmu04611","Organismal Systems","Immune system","mmu04611","Platelet activation - Mus musculus (house mouse)","37/1875","126/9574",0.293650793650794,1.49942010582011,2.78476696429104,0.00521071549882176,0.0284915610770512,0.019148847248348,"Actg1/Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Apbb1ip/Arhgef1/Col3a1/Fga/Fyn/Gna13/Gnai2/Itpr2/Lyn/Mapk12/Myl12a/Mylk2/Mylk3/Mylk4/Nos3/Orai1/P2ry1/Pik3ca/Pik3cd/Pik3r1/Pik3r5/Pla2g4a/Plcb3/Plcb4/Ppp1ca/Prkci/Rasgrp1/Rasgrp2/Rock2/Tln1/Tln2",37
"mmu05020","Human Diseases","Neurodegenerative disease","mmu05020","Prion disease - Mus musculus (house mouse)","71/1875","273/9574",0.26007326007326,1.32796874236874,2.71304165310501,0.00523314387129512,0.0284915610770512,0.019148847248348,"Bad/C9/Cacna1c/Casp12/Casp9/Cav1/Cox4i1/Cox5a/Cox6b1/Cox6c/Cox7a2/Cox7b/Creb3/Creb3l1/Creb3l2/Creb5/Csnk2b/Cycs/Cyct/Eif2s1/Fyn/Grin1/Grin2b/Hspa5/Hspa8/Il6/Itpr2/Kif5c/Klc2/Lamc1/Mapk12/Mcu/Ncf1/Ndufa8/Ndufab1/Ndufb10/Ndufb6/Ndufb9/Ndufs2/Ndufs4/Ndufv2/Ndufv3/Pik3ca/Pik3cd/Pik3r1/Prkcd/Prnp/Psma1/Psma3/Psma4/Psma6/Psma7/Psma8/Psmb4/Psmb6/Psmb7/Psmc1/Psmc4/Psmc5/Psmd7/Psmd9/Slc25a31/Slc25a5/Tuba4a/Tuba8/Tubb3/Tubb4a/Uqcrc1/Uqcrfs1/Vdac2/Vdac3",71
"mmu05213","Human Diseases","Cancer: specific types","mmu05213","Endometrial cancer - Mus musculus (house mouse)","20/1875","58/9574",0.344827586206897,1.76073563218391,2.86766254829993,0.00542113956116729,0.029053919835631,0.0195268020377572,"Akt1/Araf/Bad/Casp9/Cdkn1a/Ctnna1/Ctnna2/Ddb2/Elk1/Gadd45g/Kras/Map2k2/Mlh1/Pik3ca/Pik3cd/Pik3r1/Polk/Raf1/Sos1/Trp53",20
"mmu05166","Human Diseases","Infectious disease: viral","mmu05166","Human T-cell leukemia virus 1 infection - Mus musculus (house mouse)","65/1875","247/9574",0.263157894736842,1.34371929824561,2.70077814354785,0.00552171096656844,0.029112465454869,0.0195661498683944,"Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Anapc11/Anapc13/Anapc15/Anapc16/Anapc5/Bcl2l1/Bub3/Ccna2/Ccnb2/Ccnd3/Cd3g/Cd4/Cdk2/Cdk4/Cdkn1a/Chek1/Creb3/Creb3l1/Creb3l2/Creb5/Crtc1/E2f3/Elk1/Elk4/Espl1/Fdps/Ikbkb/Ikbkg/Il15ra/Il1r1/Il6/Itgal/Jak1/Kat2a/Kras/Lck/Mad2l1/Map2k2/Nfatc1/Nrp1/Pik3ca/Pik3cd/Pik3r1/Polb/Ran/Rela/Slc25a31/Slc25a5/Smad3/Spi1/Stat5a/Tbpl1/Tert/Tgfb2/Tln1/Tln2/Trp53/Vdac2/Vdac3/Xiap",65
"mmu04261","Organismal Systems","Circulatory system","mmu04261","Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse)","44/1875","156/9574",0.282051282051282,1.44019145299145,2.73547070148985,0.00560181551026635,0.029112465454869,0.0195661498683944,"Actc1/Adcy3/Adcy6/Adcy7/Adcy9/Adra1a/Adrb1/Akt1/Atp1a2/Atp2a3/Atp2b2/Atp2b4/Bcl2/Cacna1c/Cacna2d1/Cacna2d3/Cacna2d4/Cacnb2/Cacnb3/Cacng3/Calm3/Camk2g/Creb3/Creb3l1/Creb3l2/Creb5/Gnai2/Mapk12/Myh7/Myl2/Myl4/Pik3r5/Plcb3/Plcb4/Ppp1ca/Ppp2ca/Ppp2r3c/Ppp2r5c/Ppp2r5e/Rapgef4/Scn5a/Slc8a1/Slc8a3/Tpm4",44
"mmu05221","Human Diseases","Cancer: specific types","mmu05221","Acute myeloid leukemia - Mus musculus (house mouse)","23/1875","70/9574",0.328571428571429,1.67772952380952,2.80840486704042,0.0058858317205998,0.0301319444800855,0.0202513298792043,"Akt1/Araf/Bad/Ccna2/Csf1r/Ikbkb/Ikbkg/Jup/Kras/Map2k2/Mpo/Pik3ca/Pik3cd/Pik3r1/Raf1/Rela/Rps6kb1/Rps6kb2/Sos1/Spi1/Stat3/Stat5a/Zbtb16",23
"mmu04910","Organismal Systems","Endocrine system","mmu04910","Insulin signaling pathway - Mus musculus (house mouse)","40/1875","140/9574",0.285714285714286,1.45889523809524,2.69921288653328,0.00632806625193237,0.0315332897103895,0.021193157730782,"Akt1/Araf/Bad/Calm3/Crk/Elk1/Flot1/Foxo1/Hk1/Hkdc1/Ikbkb/Kras/Map2k2/Mknk1/Pde3b/Phka1/Phkb/Phkg1/Pik3ca/Pik3cd/Pik3r1/Pklr/Ppargc1a/Ppp1ca/Prkaa1/Prkab1/Prkab2/Prkag1/Prkar1b/Prkar2a/Prkci/Raf1/Rapgef1/Rheb/Rps6/Rps6kb1/Rps6kb2/Rptor/Shc1/Sos1",40
"mmu04110","Cellular Processes","Cell growth and death","mmu04110","Cell cycle - Mus musculus (house mouse)","44/1875","157/9574",0.280254777070064,1.43101825902335,2.68717973102983,0.00634343145777515,0.0315332897103895,0.021193157730782,"Anapc11/Anapc13/Anapc15/Anapc16/Anapc5/Aurkb/Bub3/Ccna2/Ccnb2/Ccnb3/Ccnd3/Cdc14a/Cdc25a/Cdc6/Cdc7/Cdk2/Cdk4/Cdk6/Cdkn1a/Cdkn1b/Chek1/E2f3/Esco2/Espl1/Gadd45g/Mad2l1/Mau2/Mcm2/Mtbp/Orc1/Orc4/Orc5/Orc6/Ppp2ca/Ppp2r5c/Ppp2r5e/Prkdc/Rad21/Skp2/Smad3/Smc3/Tgfb2/Trp53/Wee1",44
"mmu04530","Cellular Processes","Cellular community - eukaryotes","mmu04530","Tight junction - Mus musculus (house mouse)","47/1875","170/9574",0.276470588235294,1.41169568627451,2.67271082504712,0.00646131394036042,0.031660438307766,0.0212786128261493,"Actg1/Actn1/Actr3/Amotl1/Amotl2/Arhgef18/Arpc1b/Arpc2/Cdc42/Cdk4/Cftr/Cldn16/Cttn/Epb41l4b/Ezr/Gm5637/Jam3/Map3k5/Marveld2/Marveld3/Msn/Myh10/Myh11/Myl12a/Myl2/Myl6b/Myl9/Nedd4l/Pard3/Pard6g/Patj/Ppp2ca/Prkaa1/Prkab1/Prkab2/Prkag1/Prkce/Prkci/Rab13/Rapgef6/Rdx/Rock2/Sympk/Tiam1/Tuba4a/Tuba8/Ybx3",47
"mmu05414","Human Diseases","Cardiovascular disease","mmu05414","Dilated cardiomyopathy - Mus musculus (house mouse)","31/1875","103/9574",0.300970873786408,1.53679741100324,2.70295373554591,0.00680972813547737,0.0328977007108273,0.0221101625154862,"Actc1/Actg1/Adcy3/Adcy6/Adcy7/Adcy9/Adrb1/Atp2a3/Cacna1c/Cacna2d1/Cacna2d3/Cacna2d4/Cacnb2/Cacnb3/Cacng3/Dag1/Des/Itga1/Itga11/Itgb5/Lama1/Myh7/Myl2/Sgce/Slc8a1/Slc8a3/Sntb2/Sspn/Tgfb2/Tpm4/Ttn",31
"mmu04929","Organismal Systems","Endocrine system","mmu04929","GnRH secretion - Mus musculus (house mouse)","21/1875","63/9574",0.333333333333333,1.70204444444444,2.75885767505494,0.00690626076848653,0.0329006589387622,0.0221121507061192,"Akt1/Cacna1c/Cacna1g/Gabbr2/Gper1/Hcn1/Hcn3/Itpr2/Kcnj9/Kcnn2/Kcnn4/Kras/Map2k2/Pik3ca/Pik3cd/Pik3r1/Plcb3/Plcb4/Prkcg/Raf1/Trpc4",21
"mmu04115","Cellular Processes","Cell growth and death","mmu04115","p53 signaling pathway - Mus musculus (house mouse)","24/1875","75/9574",0.32,1.63396266666667,2.7199622531601,0.00717918320953268,0.0332764843360772,0.0223647385901516,"Bcl2/Bcl2l1/Bid/Casp9/Ccnb2/Ccnd3/Cd82/Cdk2/Cdk4/Cdk6/Cdkn1a/Chek1/Cycs/Cyct/Ddb2/Gadd45g/Rchy1/Serpine1/Sesn1/Sesn2/Sesn3/Steap3/Trp53/Zmat3",24
"mmu05214","Human Diseases","Cancer: specific types","mmu05214","Glioma - Mus musculus (house mouse)","24/1875","75/9574",0.32,1.63396266666667,2.7199622531601,0.00717918320953268,0.0332764843360772,0.0223647385901516,"Akt1/Araf/Calm3/Camk1g/Camk2g/Cdk4/Cdk6/Cdkn1a/Ddb2/E2f3/Gadd45g/Igf1r/Kras/Map2k2/Pdgfra/Pik3ca/Pik3cd/Pik3r1/Polk/Prkcg/Raf1/Shc1/Sos1/Trp53",24
"mmu05210","Human Diseases","Cancer: specific types","mmu05210","Colorectal cancer - Mus musculus (house mouse)","27/1875","88/9574",0.306818181818182,1.56665454545455,2.63527327909635,0.00843171783957333,0.038561056252982,0.0259164379911096,"Akt1/Appl1/Araf/Bad/Bcl2/Birc5/Casp9/Cdkn1a/Cycs/Cyct/Ddb2/Gadd45g/Kras/Map2k2/Mlh1/Msh3/Pik3ca/Pik3cd/Pik3r1/Polk/Raf1/Rps6kb1/Rps6kb2/Smad3/Sos1/Tgfb2/Trp53",27
"mmu05218","Human Diseases","Cancer: specific types","mmu05218","Melanoma - Mus musculus (house mouse)","23/1875","72/9574",0.319444444444444,1.63112592592593,2.6526641111793,0.00857832869362062,0.0387153518672615,0.0260201382812038,"Akt1/Araf/Bad/Cdk4/Cdk6/Cdkn1a/Ddb2/E2f3/Fgf2/Fgf7/Fgf9/Gadd45g/Igf1r/Kras/Map2k2/Met/Pdgfra/Pik3ca/Pik3cd/Pik3r1/Polk/Raf1/Trp53",23
"mmu04710","Organismal Systems","Environmental adaptation","mmu04710","Circadian rhythm - Mus musculus (house mouse)","13/1875","34/9574",0.382352941176471,1.95234509803922,2.74515662106034,0.00898696567412762,0.0400328470938412,0.0269056115192611,"Bhlhe40/Cry2/Csnk1d/Fbxl3/Fbxw11/Nr1d1/Nr1d2/Per1/Per3/Prkaa1/Prkab1/Prkab2/Prkag1",13
"mmu01200","Metabolism","Global and overview maps","mmu01200","Carbon metabolism - Mus musculus (house mouse)","35/1875","122/9574",0.286885245901639,1.46487431693989,2.55012293846306,0.00953228374954437,0.0419176067447913,0.0281723365877222,"Acat3/Adpgk/Aldoa/Amt/Cs/Dlat/Dlst/Echs1/Eno1b/Gldc/Got1/Got2/Gpt/H6pd/Hibch/Hk1/Hkdc1/Idh1/Idh3a/Idh3b/Mdh1/Me1/Me2/Ogdh/Pdhb/Pfkl/Pfkm/Pfkp/Pgls/Pklr/Prps1l3/Psph/Rpia/Sucla2/Tpi1",35
"mmu03013","Genetic Information Processing","Translation","mmu03013","Nucleocytoplasmic transport - Mus musculus (house mouse)","34/1875","118/9574",0.288135593220339,1.47125875706215,2.54187512455092,0.00980624452400296,0.0425764793890255,0.0286151572385963,"Aaas/Casc3/Ipo11/Ipo7/Ipo8/Ipo9/Kpna3/Kpna4/Kpna6/Magoh/Nup107/Nup133/Nup153/Nup188/Nup210l/Nup35/Nup54/Nup93/Nxf1/Nxt2/Pom121/Ran/Ranbp17/Ranbp2/Rangap1/Sap18b/Sumo2/Thoc3/Thoc6/Ube2i/Upf3a/Xpo5/Xpo6/Xpot",34
"mmu04931","Human Diseases","Endocrine and metabolic disease","mmu04931","Insulin resistance - Mus musculus (house mouse)","32/1875","110/9574",0.290909090909091,1.48542060606061,2.52688042220224,0.0103480702467481,0.0443673511829323,0.0298187813689187,"Akt1/Cpt1a/Creb3/Creb3l1/Creb3l2/Creb5/Foxo1/Ikbkb/Il6/Nos3/Pik3ca/Pik3cd/Pik3r1/Ppargc1a/Ppargc1b/Ppp1ca/Prkaa1/Prkab1/Prkab2/Prkag1/Prkcd/Prkce/Ptpn11/Rela/Rps6ka1/Rps6ka2/Rps6ka3/Rps6kb1/Rps6kb2/Slc27a1/Slc27a2/Stat3",32
"mmu05135","Human Diseases","Infectious disease: bacterial","mmu05135","Yersinia infection - Mus musculus (house mouse)","38/1875","136/9574",0.279411764705882,1.4267137254902,2.47328170934379,0.0112080152075691,0.0474611014345211,0.0318980549767075,"Actg1/Actr3/Akt1/Arhgef1/Arpc1b/Arpc2/Bcar1/Cd4/Cdc42/Crk/Elmo2/Gm5637/Ikbkb/Ikbkg/Il6/Irak4/Lck/Map2k2/Map3k7/Mapk12/Nfatc1/Nlrp3/Pik3ca/Pik3cd/Pik3r1/Pip5k1a/Pip5k1c/Ptk2/Rela/Rhog/Rock2/Rps6ka1/Rps6ka2/Rps6ka3/Tab2/Traf6/Vav3/Wipf3",38
"mmu05207","Human Diseases","Cancer: overview","mmu05207","Chemical carcinogenesis - receptor activation - Mus musculus (house mouse)","59/1875","228/9574",0.258771929824561,1.32132397660819,2.42328879312613,0.0114195391957884,0.0477670968799441,0.0321037109612022,"Adcy3/Adcy6/Adcy7/Adcy9/Adrb1/Adrb3/Akt1/Ar/Bad/Bcl2/Bcl6/Birc5/Cacna1c/Ccnd3/Cdc25a/Cdc6/Creb3/Creb3l1/Creb3l2/Creb5/Cyp1b1/Cyp2b23/Cyp3a13/Cyp3a41b/Cyp3a44/Ephx3/Fgf2/Fgf7/Fgf9/Gnai2/Gsta3/Gsto2/Gstt2/Gstt3/Gstt4/Kpna3/Kpna4/Kpna6/Kras/Map2k2/Mgst2/Mgst3/Nr1i3/Pik3ca/Pik3cd/Pik3r1/Prkcg/Raf1/Rela/Rps6ka1/Rps6ka2/Rps6ka3/Rps6kb1/Rps6kb2/Sos1/Stat3/Stat5a/Ugt2b37/Xiap",59
"mmu05412","Human Diseases","Cardiovascular disease","mmu05412","Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse)","26/1875","86/9574",0.302325581395349,1.54371472868217,2.49942719612003,0.0117702238901917,0.0486408047510332,0.032690919872568,"Actg1/Actn2/Atp2a3/Cacna1c/Cacna2d1/Cacna2d3/Cacna2d4/Cacnb2/Cacnb3/Cacng3/Ctnna1/Ctnna2/Dag1/Des/Dsc2/Dsp/Itga1/Itga11/Itgb5/Jup/Lama1/Sgce/Slc8a1/Slc8a3/Sntb2/Sspn",26
"mmu03050","Genetic Information Processing","Folding, sorting and degradation","mmu03050","Proteasome - Mus musculus (house mouse)","16/1875","47/9574",0.340425531914894,1.73825815602837,2.50372488352627,0.0139064612706829,0.0567847168552887,0.0381643485999945,"Pomp/Psma1/Psma3/Psma4/Psma6/Psma7/Psma8/Psmb4/Psmb6/Psmb7/Psmb9/Psmc1/Psmc4/Psmc5/Psmd7/Psmd9",16
"mmu04722","Organismal Systems","Nervous system","mmu04722","Neurotrophin signaling pathway - Mus musculus (house mouse)","34/1875","121/9574",0.28099173553719,1.43478126721763,2.37512344097372,0.0145190860143924,0.0585887823874894,0.0393768400885689,"Akt1/Bad/Bcl2/Calm3/Camk2g/Cdc42/Crk/Gab1/Ikbkb/Irak4/Kidins220/Kras/Map2k2/Map3k5/Mapk12/Mapkapk2/Nfkbie/Pik3ca/Pik3cd/Pik3r1/Prkcd/Ptpn11/Raf1/Rapgef1/Rela/Rps6ka1/Rps6ka2/Rps6ka3/Shc1/Sort1/Sos1/Traf6/Trp53/Zfp110",34
"mmu04915","Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway - Mus musculus (house mouse)","37/1875","134/9574",0.276119402985075,1.40990248756219,2.35805788381372,0.0147864240185645,0.0589737609112515,0.0396355796825658,"Adcy3/Adcy6/Adcy7/Adcy9/Akt1/Bcl2/Calm3/Creb3/Creb3l1/Creb3l2/Creb5/Fkbp4/Fkbp5/Gabbr2/Gnai2/Gnao1/Gper1/Hspa8/Itpr2/Kcnj9/Kras/Krt12/Krt31/Map2k2/Ncoa1/Ncoa2/Nos3/Pik3ca/Pik3cd/Pik3r1/Plcb3/Plcb4/Prkcd/Raf1/Shc1/Sos1/Sp1",37
"mmu00051","Metabolism","Carbohydrate metabolism","mmu00051","Fructose and mannose metabolism - Mus musculus (house mouse)","13/1875","36/9574",0.361111111111111,1.84388148148148,2.50329224319574,0.0152172374538396,0.0599943959387009,0.0403215366290486,"Akr1b10/Akr1b8/Aldoa/Hk1/Hkdc1/Pfkfb2/Pfkfb3/Pfkl/Pfkm/Pfkp/Pmm2/Tigar/Tpi1",13
"mmu04218","Cellular Processes","Cell growth and death","mmu04218","Cellular senescence - Mus musculus (house mouse)","48/1875","183/9574",0.262295081967213,1.33931366120219,2.28706483030734,0.0164435071688919,0.0633810240386976,0.0425976500367493,"Akt1/Calm3/Capn2/Ccna2/Ccnb2/Ccnb3/Ccnd3/Cdc25a/Cdk2/Cdk4/Cdk6/Cdkn1a/Chek1/E2f3/Fbxw11/Foxo1/Gadd45g/Il6/Itpr2/Kras/Lin52/Map2k2/Mapk12/Mapkapk2/Mcu/Mras/Nfatc1/Pik3ca/Pik3cd/Pik3r1/Ppid/Ppp1ca/Raf1/Rassf5/Rbbp4/Rela/Rheb/Serpine1/Sirt1/Slc25a31/Slc25a5/Smad3/Sqstm1/Tgfb2/Trp53/Vdac2/Vdac3/Zfp36l2",48
"mmu04660","Organismal Systems","Immune system","mmu04660","T cell receptor signaling pathway - Mus musculus (house mouse)","34/1875","122/9574",0.278688524590164,1.42302076502732,2.32053033913218,0.0164458050712656,0.0633810240386976,0.0425976500367493,"Akt1/Card11/Cd3g/Cd4/Cdc42/Cdk4/Fyn/Grap2/Icos/Ikbkb/Ikbkg/Il4/Kras/Lck/Map2k2/Map3k7/Mapk12/Nfatc1/Nfkbie/Pak1/Pak3/Pik3ca/Pik3cd/Pik3r1/Ppp2ca/Ppp2r3c/Ppp2r5c/Ppp2r5e/Ptpn11/Raf1/Rasgrp1/Rela/Sos1/Vav3",34
"mmu00071","Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation - Mus musculus (house mouse)","17/1875","52/9574",0.326923076923077,1.66931282051282,2.38821946004113,0.0174397628829058,0.0657344908663371,0.0441793877542667,"Acaa1a/Acadsb/Acadvl/Acat3/Acsl3/Acsl4/Acsl6/Aldh1b1/Aldh2/Aldh7a1/Aldh9a1/Cpt1a/Cpt1c/Cyp4a14/Echs1/Hadha/Hadhb",17
