GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Olfm2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Icam5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Carm1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Bcl2l10,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lipc,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cgnl1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cln6,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Calml4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Anp32a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Irak1bp1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tmprss5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nr2e3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Man2c1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Celf6,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Neil1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Commd4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cyp1a1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cyp11a1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Loxl1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Plscr1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lactb,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rbpms2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rwdd2a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Crtap,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cmtm6,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rbp2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dbr1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cldn18,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nradd,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dclk3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Stac,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Myd88,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Hhatl,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lyzl4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Srprb,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
1700080E11Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cish,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mst1r,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Traip,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Apeh,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mst1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Amigo3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cdhr4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Qars,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nt5m,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Oas1d,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Colgalt2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Oas3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
A930018P22Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cd59a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mdfi,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Folr2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Bmp8a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Inppl1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pram1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slc8b1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kap,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Srxn1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slc10a3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Alpk2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnft2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rspo4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
P2ry2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccdc85a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm6685,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rangrf,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tex43,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Odf4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fshr,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ucp3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ap4b1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ift57,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Inha,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fam207a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Guca2b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slc16a8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nlrp4f,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Asic4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Klra9,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Klrc3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Calhm2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dhrs7c,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ankrd54,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slc35d2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gga1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cst10,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Abhd10,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kbtbd12,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tpsg1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
AA467197,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Wnt6,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Hsf4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Shf,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kctd17,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Noc4l,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mif,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fbxl8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ctdp1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Magea4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Trim69,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rtp1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Crlf2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Crygs,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Angptl1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tmem35a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Reep4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lgi3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
AW554918,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Clec18a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nat8f2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lrrc24,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccar2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Adra2a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
BC034090,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Spr,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gadd45gip1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mnd1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Recql4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Calm4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rpap2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Npbwr1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tlr13,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lpcat2b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Alg3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ppp1r16a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tpsb2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fgb,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tpbpa,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Foxh1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
B3galt2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Olfr1015,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Engase,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fgg,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Best4-ps,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lgals3bp,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rbm46,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cfhr2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Zdhhc15,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Usp36,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ndufb7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slc16a2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnf225,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Zfp944,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cpsf1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccdc182,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccdc17,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Prss29,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lyl1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ano7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Atp2c2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ptgdr2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mks1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nlrp4d,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Serpini2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
2310007B03Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Scx,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Emid1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
6430628N08Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Chmp7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gas2l1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rasl10a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rhov,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Foxj1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Plekhm1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Jdp2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dnajc17,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Evpl,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Sdr42e1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Brip1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fam151b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Skint2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tkfc,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
AI661453,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Barhl2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lif,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tbc1d10a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Zfp707,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tmem30b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gbp8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ifit1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dynlrb2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rasd2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Uaca,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
4930556J24Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Scn10a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Washc4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Atp5h,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Inpp5j,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Papd7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pla2g3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pof1b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Chst11,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pik3ip1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ssh3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ly6d,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Setmar,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Zyg11a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Galp,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dbn1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gpr142,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnps1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ppp1r1c,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Prr7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
4921530L21Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Neurod1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Adgrb1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tmub2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Glis1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dusp5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Vax2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gpsm3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gna15,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccdc122,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Celf5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cpsf7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gnat1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Plvap,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ano8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fam151a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gipc3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mrpl34,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tbxa2r,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cactin,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Sncb,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Spert,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tjp3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ttc22,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnf44,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mrpl54,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Arl4d,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Zfr2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cebpa,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lbx2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dapk3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Hrh2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Epgn,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
C8a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccl5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mgat4d,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
1700020L24Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fam167a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Egln3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Neil2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kcne3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Plekhh3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nlrp2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fam124a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ubd,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nkx6-1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tubg1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Chrnb4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slfn8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccdc106,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lcat,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kcnk15,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Neu3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Amh,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pkig,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Hpse,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Arx,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nat14,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Wdr38,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Klhl35,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccl12,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kcnh4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
4930524J08Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ssx9,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
1810055G02Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccl7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Hacd2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pmch,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
4930415L06Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pet2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Crb2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kank4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mageb4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Sstr1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Foxa1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tnni3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Galm,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fthl17a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tgfbi,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Reep6,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gnptg,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tsga8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Npffr2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ccdc180,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Capn5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Krt17,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mpv17l2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Wdr20rt,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kcnh8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tsen34,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Krt33a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
1600002K03Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Olfr1509,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Grhpr,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
4930480E11Rik,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tnfsf9,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Isg15,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Caps2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Usp35,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Grin3b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Bbs10,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Mrps2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Kiss1r,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ggta1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Twist1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ugt2b35,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Polr3g,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Plppr3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ugt2b1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Alg12,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Zfp983,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
AI182371,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnf126,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Cerk,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Myf6,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Olfr750,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ascl3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tmem55b,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Apex1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tmem59l,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm7008,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nme5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Adamtsl2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gm12221,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Dnajb5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Phf24,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Galt,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slain2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Prr5,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rpp25l,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Frmd7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tm6sf2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Arhgap36,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ndufa13,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Nepro,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Hist1h1t,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Znrd1as,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Leap2,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tbc1d21,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rbm43,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Edc4,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Macrod1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gramd1c,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lrrn3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gpr101,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tmem258,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Abt1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Gadd45a,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Glt6d1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Pcdh8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Tbcc,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Thap11,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Lcn8,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Megf11,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Prss56,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnf39,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Akp3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Sbf1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Slc38a7,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Rnf113a1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Ttyh3,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
Fxyd1,3,3,0,-0.12089017,0.91827084,1,0.919878032,FALSE
