GeneNames,value1,value2,log2(Fold_change),log2(Fold_change) normalized,p-value,q-value(Benjamini et al. 1995),q-value(Storey et al. 2003),Signature(p-value < 0.001)
Gm45147,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44618,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm8314,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4541,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1293-ps,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm9373,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44625,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45113,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm2448,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44908,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44966,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm38451,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44802,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1295,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44825,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4933436H12Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19880,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm10988,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Vmn2r-ps61,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm10648,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1284,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44732,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18908,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44583,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45719,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
D530014G21Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44660,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4558,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1481-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18598,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1422-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr695,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44697,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44943,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44959,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18600,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44551,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45119,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45181,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45044,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45906,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18210,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm7675,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44555,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1483-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm29797,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44689,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
1700016B15Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45155,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44926,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm32061,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44934,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44648,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44846,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr485,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45045,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr505-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18460,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45024,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm38405,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm36011,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44594,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1439-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44899,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44929,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45027,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44857,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44820,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44546,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm31024,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44647,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm38979,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr197,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44565,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18063,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm6858,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44683,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1421-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44960,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45209,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
2210406H18Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
C030038I04Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45120,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18060,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45084,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44571,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45115,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4930479H17Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm6290,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45012,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44656,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44741,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr705,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4513,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Map2k7.1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44622,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44961,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm39128,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4585,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44784,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45207,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm2734,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr511-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44840,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18469,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45145,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm8285,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19033,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44611,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44955,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45105,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44593,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44827,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18057,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44888,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18062,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm20074,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1464-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
1700019A23Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18877,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44781,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm36371,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45014,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
6530437J22Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44544,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18393,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44644,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm39059,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1455-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44973,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44862,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44545,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45098,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45076,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45114,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm34908,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18052,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45089,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44600,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm10046,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm20744,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44714,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44666,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm38584,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45194,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45166,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44657,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm39033,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45085,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45148,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm5890,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44709,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18061,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm6007,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Pafah1b1-ps2,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm3257,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm35339,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44654,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm5605,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18195,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18268,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm34821,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18213,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1476-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44621,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr468-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm39027,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4933402C05Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44969,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm6518,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44954,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45137,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45232,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45104,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18206,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45146,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr126,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr499-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44659,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4930453L07Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44907,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44872,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1299,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm9375,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm10297,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
AC167978.1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm29791,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44858,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1470-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45737,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44866,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44561,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44833,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
9130214F15Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm35060,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45176,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm7434,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
A930002H02Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr712-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44993,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18453,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4536,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44588,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44681,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
5330413D20Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18055,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm30954,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44938,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44744,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18058,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44871,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45048,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
9530078K11Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18054,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm10584,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm39129,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4528,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45101,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19182,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4548,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45144,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm35325,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44651,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45188,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44733,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
B230311B06Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1488-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44713,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Phgdh-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm2814,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44564,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44808,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm5739,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm31522,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
1810010D01Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18410,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44700,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44743,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
AC150901.1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44576,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
AI314278,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45037,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45041,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1482-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44679,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44968,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Prmt1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Krt8-ps,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm9165,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44995,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm33926,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44754,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44742,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44845,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45047,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45030,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18127,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44548,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm30873,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm32983,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1486-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
A26c2,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4574,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44515,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45175,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44852,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44632,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18256,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr706,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4880,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45118,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44797,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18049,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44946,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44562,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44948,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr696-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44698,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45015,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Vmn2r-ps88,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44690,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44773,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44887,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr761,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm7397,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44550,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44826,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4930567K12Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm36584,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm17931,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44518,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44688,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1300-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45023,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
A230057D06Rik.1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45199,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm4565,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44982,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1311,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19963,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr515-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1430-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18059,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4930505K13Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1460-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44859,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44800,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44702,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1304-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44658,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr496-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45845,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44585,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44785,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1435-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45072,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44853,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Bc1-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44983,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm34964,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45002,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4930560O18Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm3198,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm39043,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18129,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
4930405G09Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44710,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44584,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44909,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44889,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm39526,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45591,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm6334,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm7506,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19032,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm7587,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm30646,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm8486,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19127,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18943,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
B930025P03Rik,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm34272,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18306,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44919,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45042,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44870,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45016,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1298,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm6828,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm7451,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19126,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm15396,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm33882,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45208,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm47692,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr1485-ps1,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Olfr492,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44864,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44999,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18672,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44786,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45156,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44677,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm18559,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44956,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm42417,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm45049,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44928,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm19900,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
Gm44763,3,3,0,0.036749655,0.975112109,1,0.975238996,FALSE
